ID,N_VICTIMAS,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,VICTIMA,ACUSADO,FECHA_Y_HORA,FATAL
1374,1,Elvira Rawson de Dellepiane 150,AVENIDA,1,-58.36217754,-34.62367156,MOTO,AUTO,2018-09-20 10:30:00,True
1375,1,"Paz, Gral. Av. y Zapiola",AUTOPISTA,12,-58.48098594,-34.54073130,AUTO,SD,2018-09-21 00:15:00,True
1376,1,FAMATINA Y DIOGENES TABORDA,CALLE,4,-58.41083404,-34.64640709,MOTO,AUTO,2018-09-21 00:30:00,True
1377,1,Av. Castañares y Bonorino,AVENIDA,7,-58.44609828,-34.64446729,PEATON,MOTO,2018-09-27 17:51:00,True
1378,1,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,4,-58.37709334,-34.64035082,MOTO,MOTO,2018-10-01 08:58:00,True
1379,1,Nazca Av. y Rivadavia Av.,AVENIDA,7,-58.46963952,-34.63070603,PEATON,PEATON,2018-10-03 18:12:00,True
1380,1,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,13,-58.43674281,-34.55161027,MOTO,MOTO,2018-10-04 22:02:00,True
1381,1,Rivadavia Av. y Jujuy Av.,AVENIDA,3,-58.40596860,-34.61011987,PEATON,PEATON,2018-10-06 14:20:00,True
1382,1,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,1,-58.36154069,-34.60463618,MOTO,AUTO,2018-10-09 14:00:00,True
1383,1,"Tucuman y Alem, Leandro N. Av.",AVENIDA,1,-58.37062179,-34.60066507,PEATON,PEATON,2018-10-10 22:12:00,True
1384,1,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,15,-58.43220014,-34.60207186,PEATON,MOTO,2018-10-13 03:05:00,True
1385,1,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,9,-58.46958442,-34.64949724,MOTO,CAMION,2018-10-19 12:13:00,True
1386,1,Muñecas y Serrano,CALLE,15,-58.44671397,-34.59970903,MOTO,CAMION,2018-10-24 09:18:00,True
1387,1,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,11,-58.47152163,-34.61474911,MOTO,CAMION,2018-10-25 11:00:00,True
1388,1,Solis e Independencia Av.,AVENIDA,1,-58.39032921,-34.61807951,MOTO,AUTO,2018-10-30 02:15:00,True
1389,1,"Bosch, Ventura y Paz, Gral. Av.",CALLE,9,-58.52887773,-34.64297861,PEATON,PEATON,2018-10-31 12:30:00,True
1390,1,"Paz, Gral. Av. 14800",AUTOPISTA,8,-58.49371157,-34.67981324,PEATON,CAMION,2018-11-01 10:50:00,True
1391,1,Av. Eva Perón 5321,AVENIDA,9,-58.48266599,-34.66012327,MOTO,MOTO,2018-11-04 08:15:00,True
1392,1,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,3,-58.40612253,-34.60774301,PEATON,MOTO,2018-11-05 14:49:00,True
1393,1,Rabanal y San Pedrito,AVENIDA,8,-58.43613623,-34.66292532,PEATON,SD,2018-11-05 22:35:00,True
1394,1,Monroe y Alvarez Thomas Av.,AVENIDA,12,-58.48250732,-34.57208238,PEATON,AUTO,2018-11-09 13:34:00,True
1395,1,Rivadavia Av. y Manzoni,AVENIDA,10,-58.49945705,-34.63743280,PEATON,PEATON,2018-11-09 16:32:00,True
1396,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,8,-58.47743966,-34.67233407,AUTO,AUTO,2018-11-12 01:00:00,True
1397,1,"Paz, Gral. Av. y Peron, Eva Av.",AUTOPISTA,9,-58.50251790,-34.67450313,AUTO,SD,2018-11-12 03:32:00,True
1398,1,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,9,-58.52144411,-34.63682499,CAMION,CAMION,2018-11-15 19:40:00,True
1399,1,Saenz Av. y Ventana,AVENIDA,4,-58.41650465,-34.65084045,PEATON,PEATON,2018-11-16 21:12:00,True
1400,1,Avda. General Paz y Cnel. Ramón Falcón,AUTOPISTA,9,-58.52994219,-34.64055918,MOTO,AUTO,2018-11-18 12:11:00,True
1401,1,Av. Gral. Paz y Av. de los Constituyentes,AUTOPISTA,12,-58.50993046,-34.56919739,MOTO,MOTO,2018-11-19 09:14:00,True
1402,2,"Paz, Gral. Av. 11200",AUTOPISTA,9,-58.52844623,-34.64592873,AUTO,PEATON,2018-11-25 04:30:00,True
1403,1,"Newbery, Jorge Av. y Guevara",AVENIDA,15,-58.45021367,-34.58695347,MOTO,PEATON,2018-11-28 04:01:00,True
1404,1,Gaona Av. y Segurola Av.,AVENIDA,10,-58.49022072,-34.62770192,MOTO,PEATON,2018-12-03 03:00:00,True
1405,1,"Madero, Eduardo Av. 550",AVENIDA,1,-58.36860866,-34.60106568,MOTO,CAMION,2018-12-07 19:10:00,True
1406,1,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,2,-58.39490504,-34.57241534,PEATON,CAMION,2018-12-12 08:26:00,True
1407,1,Nazca Av. y Rivadavia Av.,AVENIDA,7,-58.46963952,-34.63070603,PEATON,CAMION,2018-12-12 14:07:00,True
1408,1,La Plata Av. y Caseros Av.,AVENIDA,7,-58.42349365,-34.64019887,PEATON,MOTO,2018-12-12 21:00:00,True
1409,1,Belgrano Av. y Peru,AVENIDA,1,-58.37471802,-34.61265002,PEATON,PEATON,2018-12-18 14:40:00,True
1410,1,Rivadavia Av. 7013,AVENIDA,7,-58.46438789,-34.62913916,PEATON,PEATON,2018-12-18 15:42:00,True
1411,1,Adolfo Alsina y Santiago del Estero,CALLE,1,-58.38481975,-34.61100424,MOTO,PEATON,2018-12-18 20:15:00,True
1412,1,Bermudez 1893,CALLE,10,-58.50751833,-34.62073702,PEATON,PEATON,2018-12-21 09:30:00,True
1413,1,Santander 1974,CALLE,7,-58.44682986,-34.63888084,MOTO,MOTO,2018-12-22 06:30:00,True
1414,1,Julieta Lanteri 1400,CALLE,1,-58.36004650,-34.61381341,AUTO,AUTO,2018-12-22 08:05:00,True
1415,1,Maza y Av. Independencia,AVENIDA,5,-58.41509546,-34.62085945,PEATON,MOTO,2018-12-22 17:40:00,True
1416,1,"PAZ, GRAL. AV. 5172",AUTOPISTA,12,-58.50997604,-34.57251072,CAMION,PEATON,2018-12-25 13:30:00,True
1417,1,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,10,-58.48606475,-34.64047818,MOTO,AUTO,2018-12-29 05:25:00,True
1418,1,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,-58.38526125,-34.57805810,MOTO,CAMION,2019-01-08 08:30:00,True
1419,1,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,7,-58.45463662,-34.65082149,AUTO,CAMION,2019-01-09 04:00:00,True
1420,1,SAN MARTIN AV. Y TERRADA,AVENIDA,15,-58.49121672,-34.59718073,MOTO,AUTO,2019-01-12 08:00:00,True
1421,1,"PERON, EVA AV. Y MEDINA",AVENIDA,9,-58.47325712,-34.65284605,AUTO,PEATON,2019-01-14 19:58:00,True
1422,1,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,10,-58.52108101,-34.63382309,MOTO,CAMION,2019-01-19 12:00:00,True
1423,1,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,14,-58.41652702,-34.55509606,PEATON,AUTO,2019-01-23 05:45:00,True
1424,1,"MITRE, BARTOLOME Y YATAY",CALLE,5,-58.42891604,-34.61071660,MOTO,AUTO,2019-01-26 19:34:00,True
1425,1,"PAZ, GRAL. AV. 16080",AUTOPISTA,8,-58.47802293,-34.69156793,MOTO,SD,2019-01-30 22:45:00,True
1426,1,CHACABUCO Y SAN JUAN AV.,AVENIDA,1,-58.37564821,-34.62200207,MOTO,AUTO,2019-01-31 14:55:00,True
1427,2,DEL LIBERTADOR AV. 4100,AVENIDA,14,-58.42668489,-34.56961468,PEATON,AUTO,2019-02-02 07:50:00,True
1428,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",AUTOPISTA,9,-58.51839930,-34.66252488,PEATON,AUTO,2019-02-10 01:00:00,True
1429,1,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,8,-58.48432691,-34.67665828,MOTO,AUTO,2019-02-17 03:16:00,True
1430,1,SALVIGNY Y MOM,CALLE,7,-58.43383830,-34.64457699,PEATON,AUTO,2019-02-20 07:30:00,True
1431,1,"LAMARCA, EMILIO 5402",CALLE,11,-58.51664939,-34.58657938,MOTO,OBJETO FIJO,2019-02-20 17:30:00,True
1432,1,SAN MARTIN AV. 5638,AVENIDA,11,-58.49613012,-34.59703502,AUTO,OBJETO FIJO,2019-02-23 06:57:00,True
1433,1,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,4,-58.38313603,-34.63356284,MOTO,PEATON,2019-02-24 02:00:00,True
1434,1,MEXICO Y PICHINCHA,CALLE,3,-58.39914719,-34.61632317,AUTO,PEATON,2019-03-03 07:00:00,True
1435,1,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,-58.44927253,-34.54048625,PEATON,AUTO,2019-03-03 23:30:00,True
1436,1,DEL LIBERTADOR AV. 6326,AVENIDA,13,-58.45049163,-34.55374003,MOTO,AUTO,2019-03-06 12:00:00,True
1437,1,CHICLANA AV. 3444,AVENIDA,5,-58.41288952,-34.63572989,MOTO,AUTO,2019-03-07 21:01:00,True
1438,1,BOYACA AV. Y YERBAL,AVENIDA,7,-58.45743597,-34.62561234,MOTO,AUTO,2019-03-15 22:50:00,True
1439,1,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,1,-58.39123782,-34.62352245,AUTO,SD,,True
1440,1,"PAZ, GRAL. AV. Y JACQUES, AMADEO",AUTOPISTA,9,-58.52922765,-34.63637963,AUTO,OBJETO FIJO,2019-03-16 08:28:00,True
1441,1,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,1,-58.37208118,-34.58541957,MOTO,CAMION,,True
1442,1,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,5,-58.41458534,-34.60937557,PEATON,AUTO,2019-03-22 13:10:00,True
1443,1,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,8,-58.47976785,-34.69153196,PEATON,PEATON,2019-03-28 07:32:00,True
1444,1,SANTA FE AV. Y AZCUENAGA,AVENIDA,2,-58.39990285,-34.59511714,CICLISTA,SD,2019-03-28 11:11:00,True
1445,1,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,11,-58.46051346,-34.60588536,PEATON,PEATON,2019-04-06 09:15:00,True
1446,1,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,8,-58.47976785,-34.69153196,MOTO,OBJETO FIJO,2019-04-07 10:15:00,True
1447,1,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,7,-58.45457546,-34.62447891,MOTO,CAMION,2019-04-09 16:00:00,True
1448,1,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1,-58.36951669,-34.59832047,CICLISTA,CAMION,2019-04-12 19:55:00,True
1449,1,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,11,-58.46415322,-34.60443790,PEATON,AUTO,2019-04-16 11:00:00,True
1450,1,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,1,-58.36607137,-34.62150748,MOTO,SD,2019-04-18 01:00:00,True
1451,1,"MORENO, PERITO AV. 3050",AVENIDA,7,-58.45537373,-34.65093074,MOTO,OBJETO FIJO,2019-04-21 09:08:00,True
1452,1,SUIPACHA 665,CALLE,1,-58.37942637,-34.60053054,PEATON,CICLISTA,2019-04-23 14:10:00,True
1453,1,RIGLOS Y FORMOSA,CALLE,6,-58.43680440,-34.62147504,MOTO,AUTO,2019-04-26 22:46:00,True
1454,1,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,3,-58.40778291,-34.61971907,MOTO,AUTO,2019-05-01 23:10:00,True
1455,1,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,13,-58.45212523,-34.54628513,PEATON,MOTO,2019-05-04 14:10:00,True
1456,1,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7,-58.46749188,-34.63551751,MOTO,AUTO,2019-05-09 03:05:00,True
1457,1,PUAN Y SANTANDER,CALLE,7,-58.44263580,-34.63679732,MOTO,SD,2019-05-09 12:45:00,True
1458,1,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,9,-58.51140289,-34.65846419,AUTO,SD,2019-05-11 20:30:00,True
1459,1,LIMA Y CONSTITUCION,CALLE,1,-58.38211431,-34.62465368,PEATON,PEATON,2019-05-14 15:00:00,True
1460,1,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1,-58.36951669,-34.59832047,CICLISTA,CAMION,2019-05-21 09:00:00,True
1461,1,BOEDO AV. 650,AVENIDA,5,-58.41635217,-34.62036547,PEATON,MOTO,2019-05-27 12:45:00,True
1462,1,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,14,-58.41316147,-34.57579669,MOTO,CAMION,2019-06-03 07:27:00,True
1463,1,GRAL PAZ Y CABILDO,AUTOPISTA,13,-58.47617802,-34.53825652,MOTO,AUTO,2019-06-04 09:00:00,True
1464,1,CASEROS AV. 1700,AVENIDA,4,-58.38641783,-34.63330028,PEATON,CAMION,2019-06-06 10:00:00,True
1465,1,AVELLANEDA AV. 1548,AVENIDA,6,-58.45322169,-34.62038137,MOTO,CAMION,2019-06-07 07:00:00,True
1466,1,CIUDAD DE LA PAZ Y MENDOZA,CALLE,13,-58.45849057,-34.56166498,PEATON,CAMION,2019-06-08 09:20:00,True
1467,1,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,14,-58.41829559,-34.59411677,MOTO,CAMION,2019-06-08 23:35:00,True
1468,1,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,4,-58.36376488,-34.63832093,MOTO,AUTO,2019-06-11 10:00:00,True
1469,1,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,8,-58.46442668,-34.66004784,AUTO,AUTO,2019-06-14 17:20:00,True
1470,1,GANDARA 2976,CALLE,15,-58.48222035,-34.58428769,MOTO,OBJETO FIJO,2019-06-20 03:00:00,True
1471,1,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,1,-58.36819005,-34.60283208,MOTO,PEATON,2019-06-20 19:45:00,True
1472,1,BOYACA AV. 305,AVENIDA,7,-58.45877601,-34.62330939,PEATON,AUTO,2019-06-29 17:16:00,True
1473,1,ARTILLEROS Y LA PAMPA,CALLE,13,-58.44196498,-34.55760517,PEATON,AUTO,2019-07-05 19:00:00,True
1474,1,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,10,-58.50622631,-34.63627822,MOTO,PEATON,2019-07-10 09:20:00,True
1475,1,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,1,-58.38410880,-34.63099197,MOTO,PEATON,2019-07-13 22:35:00,True
1476,1,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,-58.48100602,-34.63504312,PEATON,AUTO,2019-07-17 11:20:00,True
1477,1,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,13,-58.45200171,-34.55781320,PEATON,PEATON,2019-07-17 18:40:00,True
1478,1,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,13,-58.44462132,-34.56201105,PEATON,PEATON,2019-08-01 23:00:00,True
1479,1,FOREST AV. Y MAURE,AVENIDA,15,-58.45220688,-34.58711712,MOTO,PEATON,2019-08-04 01:30:00,True
1480,1,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,7,-58.45962210,-34.62245140,MOTO,AUTO,2019-08-06 03:15:00,True
1481,1,BARCO CENTENERA DEL Y TILCARA,CALLE,4,-58.41970850,-34.65414867,PEATON,PEATON,2019-08-08 16:45:00,True
1482,1,RIESTRA AV. Y BOLIVAR,AVENIDA,7,-58.44187596,-34.64938031,PEATON,AUTO,2019-08-11 21:15:00,True
1483,1,"CASTRO, EMILIO 4706",CALLE,10,-58.49101637,-34.64276621,MOTO,CAMION,2019-08-14 15:00:00,True
1484,1,27 DE FEBRERO AV. 5600,AVENIDA,8,-58.42493829,-34.66256502,MOTO,MOTO,2019-08-14 17:40:00,True
1485,1,"GARAY, JUAN DE AV. 2874",AVENIDA,4,-58.40489318,-34.62930162,MOTO,AUTO,2019-08-17 05:25:00,True
1486,1,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,14,-58.42686680,-34.59217875,MOTO,CICLISTA,2019-08-22 12:30:00,True
1487,1,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,9,-58.47961100,-34.65620398,PEATON,CAMION,2019-08-27 11:30:00,True
1488,1,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,10,-58.47439934,-34.63524207,AUTO,AUTO,2019-08-28 06:20:00,True
1489,1,ALVAREZ THOMAS AV. 1788,AVENIDA,15,-58.46711912,-34.57926018,AUTO,OBJETO FIJO,2019-08-29 01:50:00,True
1490,1,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,13,-58.46514781,-34.53465378,MOTO,CAMION,2019-08-29 09:00:00,True
1491,1,SAN ANTONIO Y LUJAN,CALLE,4,-58.37571078,-34.65584079,MOTO,PEATON,2019-08-30 23:20:00,True
1492,1,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,4,-58.37157668,-34.65429986,MOTO,CAMION,2019-09-05 18:00:00,True
1493,1,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,14,-58.39811256,-34.58070186,PEATON,AUTO,2019-09-08 03:40:00,True
1494,1,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,4,-58.41125934,-34.65417740,PEATON,CAMION,2019-09-12 08:25:00,True
1495,1,AGRELO Y COLOMBRES,CALLE,5,-58.41822901,-34.61866836,MOTO,PEATON,2019-09-17 05:30:00,True
1496,1,"CABILDO AV. y PAZ, GRAL. AV.",AUTOPISTA,13,-58.47617802,-34.53825652,PEATON,MOTO,,True
1497,1,ELCANO AV. 4300,AVENIDA,15,-58.46141281,-34.58623761,PEATON,PEATON,2019-09-23 16:00:00,True
1498,1,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,8,-58.42985146,-34.66119740,CICLISTA,CAMION,2019-09-25 07:45:00,True
1499,1,MONTE Y CORVALAN,CALLE,9,-58.48457413,-34.65839090,AUTO,AUTO,2019-09-26 08:00:00,True
1500,1,TANDIL Y LA FUENTE,CALLE,7,-58.46572884,-34.63628186,CICLISTA,CAMION,2019-09-27 11:45:00,True
1501,1,CARDOSO Y BACACAY,CALLE,10,-58.49261744,-34.63419130,CICLISTA,SD,2019-10-09 22:18:00,True
1502,1,CORRIENTES AV. 6700,AVENIDA,15,-58.45283186,-34.58841560,MOTO,PEATON,2019-10-15 14:10:00,True
1503,1,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,12,-58.47973681,-34.57418656,MOTO,MOTO,2019-10-21 21:00:00,True
1504,1,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,4,-58.40623949,-34.65076549,PEATON,PEATON,2019-10-22 20:00:00,True
1505,1,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,4,-58.36244648,-34.63107887,PEATON,CAMION,2019-10-23 15:45:00,True
1506,1,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,9,-58.49962423,-34.64868027,PEATON,MOTO,2019-10-24 18:26:00,True
1507,1,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,15,-58.44551437,-34.59559816,PEATON,PEATON,2019-11-01 20:50:00,True
1508,1,"BRIN, MINISTRO Y SUAREZ",CALLE,4,-58.35608181,-34.63420319,PEATON,PEATON,2019-11-03 10:30:00,True
1509,1,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,11,-58.46483679,-34.60907662,CICLISTA,SD,2019-11-13 11:50:00,True
1510,1,CAMARGO Y SERRANO,CALLE,15,-58.44368628,-34.59724326,MOTO,SD,2019-11-18 14:00:00,True
1511,1,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,1,-58.37864583,-34.62907067,MOTO,CAMION,2019-11-20 15:30:00,True
1512,1,CASEROS AV. Y PIEDRAS,AVENIDA,1,-58.37560352,-34.62726382,PEATON,PEATON,2019-11-22 19:33:00,True
1513,1,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,9,-58.47721439,-34.64815069,MOTO,SD,2019-11-25 08:50:00,True
1514,1,GUZMAN 365,AVENIDA,15,-58.45134029,-34.58984288,PEATON,PEATON,2019-11-25 14:00:00,True
1515,1,de los constituyentes av. 4300,AVENIDA,12,-58.49040794,-34.58368803,MOTO,AUTO,2019-12-05 17:30:00,True
1516,1,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,4,-58.42102679,-34.64991178,MOTO,MOTO,2019-12-17 04:20:00,True
1517,1,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,9,-58.52219407,-34.64143926,MOTO,AUTO,2019-12-17 14:30:00,True
1518,1,"PAZ, GRAL. AV. Y GRIVEO",AUTOPISTA,11,-58.52169422,-34.59471640,MOTO,MOTO,,True
1519,1,RIVADAVIA AV. Y PERGAMINO,AVENIDA,10,-58.47460416,-34.63206174,MOTO,AUTO,2019-12-21 04:25:00,True
1520,1,SANTO TOME Y SEGUROLA AV.,AVENIDA,10,-58.50512382,-34.61520391,PEATON,AUTO,2019-05-05 11:00:00,True
1521,1,URIARTE Y LOYOLA,CALLE,15,-58.43910409,-34.59213355,PEATON,AUTO,2020-01-04 10:40:00,True
1522,1,SARAZA Y VARELA AV.,AVENIDA,7,-58.45019436,-34.64646409,MOTO,OBJETO FIJO,2020-01-05 20:00:00,True
1523,1,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,3,-58.39337644,-34.60927582,PEATON,AUTO,2020-01-11 06:00:00,True
1524,1,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,1,-58.39055614,-34.60919284,PEATON,PEATON,2020-01-14 21:40:00,True
1525,1,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,3,-58.41036975,-34.62477021,MOTO,PEATON,2020-01-14 06:00:00,True
1526,1,LAFUENTE AV. 2250,AVENIDA,8,-58.44925765,-34.65412546,MOTO,CAMION,2020-01-20 12:55:00,True
1527,1,CHILE Y LIMA ,CALLE,1,-58.38156850,-34.61648696,PEATON,MOTO,2020-01-27 00:37:00,True
1528,1,CORDOBA AV. Y JEAN JAURES,AVENIDA,2,-58.40662899,-34.59804521,MOTO,CAMION,2020-01-30 07:10:00,True
1529,1,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,5,-58.41985649,-34.60600850,PEATON,AUTO,2020-02-04 14:50:00,True
1530,1,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO,2020-02-08 05:45:00,True
1531,1,COLOMBRES 466,CALLE,5,-58.41803309,-34.61823178,MOTO,CAMION,2020-02-12 11:29:00,True
1532,1,MEXICO 2860,CALLE,3,-58.40604003,-34.61783553,PEATON,MOTO,2020-02-18 21:00:00,True
1533,1,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,15,-58.47549929,-34.57994061,PEATON,MOTO,2020-02-20 12:00:00,True
1534,1,BERMUDEZ Y NOGOYA,CALLE,11,-58.51398484,-34.61600366,MOTO,PEATON,2020-02-27 02:14:00,True
1535,1,BRASIL AV. Y PASEO COLON AV.,AVENIDA,1,-58.36797542,-34.62519403,MOTO,PEATON,2020-02-28 14:30:00,True
1536,1,"ALEM,LEANDRO N. AV. 770",AVENIDA,1,-58.37133616,-34.59879316,PEATON,PEATON,2020-02-29 13:00:00,True
1537,1,BELGRANO AV. Y RINCON,AVENIDA,3,-58.39613805,-34.61413568,PEATON,AUTO,2020-03-05 23:00:00,True
1538,1,"UDAONDO, GUILLERMO AV. 901",AVENIDA,13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO,2020-03-09 14:00:00,True
1539,1,CONSTITUCION Y CASTRO,CALLE,5,-58.41972364,-34.62846670,PEATON,AUTO,2020-03-10 21:00:00,True
1540,1,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,3,-58.40571596,-34.60557123,PEATON,MOTO,2020-03-13 17:30:00,True
1541,1,"BRAVO, MARIO 1279",CALLE,2,-58.41451590,-34.59488319,PEATON,AUTO,2020-03-14 16:50:00,True
1542,1,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,9,-58.47297505,-34.66245085,AUTO,CAMION,2020-04-07 06:15:00,True
1543,1,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,4,-58.35791192,-34.63695178,AUTO,CAMION,2020-04-09 18:42:00,True
1544,1,MURGUIONDO 1339,CALLE,9,-58.50801713,-34.65177305,AUTO,AUTO,2020-04-24 07:58:00,True
1545,1,RIVADAVIA AV. 2551,AVENIDA,3,-58.40258477,-34.60975108,PEATON,AUTO,2020-05-12 05:35:00,True
1546,1,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,14,-58.41354692,-34.58697680,MOTO,OBJETO FIJO,2020-05-17 06:40:00,True
1547,1,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,8,-58.48267426,-34.68454456,PEATON,CAMION,2020-05-18 08:00:00,True
1548,1,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,15,-58.44248936,-34.60221948,PEATON,PEATON,2020-05-19 10:00:00,True
1549,1,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",AUTOPISTA,9,-58.52909134,-34.63886726,PEATON,PEATON,2020-06-10 14:00:00,True
1550,1,SAN MARTIN AV. 1550,AVENIDA,6,-58.45158942,-34.60646580,MOTO,SD,2020-06-16 15:00:00,True
1551,1,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,9,-58.49344309,-34.65788529,MOTO,CAMION,2020-06-30 08:00:00,True
1552,1,CORRIENTES AV. Y SERRANO,AVENIDA,15,-58.44259166,-34.59635137,MOTO,AUTO,2020-07-10 23:00:00,True
1553,1,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",AUTOPISTA,13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO,2020-07-19 06:25:00,True
1554,1,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,3,-58.41178158,-34.60922259,PEATON,AUTO,2020-08-02 03:20:00,True
1555,1,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,7,-58.45068621,-34.63638927,MOTO,PEATON,2020-08-04 05:30:00,True
1556,1,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,14,-58.42016954,-34.58778790,PEATON,MOTO,2020-08-07 18:40:00,True
