ID,N_VICTIMAS,LUGAR_DEL_HECHO,COMUNA,TIPO_DE_CALLE,LONGITUD,LATITUD,VICTIMA,ACUSADO,FATAL,FECHA_Y_HORA
21470,1,BULNES y DEL LIBERTADOR AV.,14,CALLE,-58.405569008626,-34.579776445951,MOTO,AUTO,False,2021-06-15 19:40:00
21471,1,"JANER, ANA MARIA y MARTINEZ CASTRO",8,CALLE,-58.450918367083,-34.660537077521,MOTO,AUTO,False,2021-06-15 21:15:00
21472,1,SD,SD,CALLE,-58.420902030799,-34.6347860771225,SD,SD,False,2021-06-15 08:30:00
21473,1,RIVADAVIA AV. 1725,1,AVENIDA,-58.390885694515,-34.609035076724,SD,SD,False,2021-06-16 17:30:00
21474,2,DIRECTORIO AV. 855,6,AVENIDA,-58.439144221217,-34.628614805595,MOTO,PEATON,False,2021-06-16 00:15:00
21475,1,"27 DE FEBRERO AV. y PAZ, GRAL. AV.",8,AVENIDA,-58.462449526216,-34.705249717475,MOTO,AUTO,False,2021-06-16 08:00:00
21476,1,"PAZ, GRAL. AV. y BOSCH, VENTURA",9,AUTOPISTA,-58.528877732114,-34.642978613513,MOTO,AUTO,False,2021-06-16 12:00:00
21477,1,TRIUNVIRATO AV. y COMBATIENTES DE MALVINAS AV.,15,AVENIDA,-58.47549929362,-34.579940619203,PEATON,AUTO,False,2021-06-16 10:45:00
21478,1,"CHIVILCOY y MAGARIÃ‘OS CERVANTES, A.",10,CALLE,-58.491280032003,-34.620894287923,MOTO,MOTO,False,2021-06-16 12:33:00
21479,1,BRASIL y ENTRE RIOS AV.,4,CALLE,-58.390928514258,-34.629326967998,MOTO,AUTO,False,2021-06-16 12:15:00
21480,1,"GARCIA LORCA, FEDERICO y YERBAL",6,CALLE,-58.444886265228,-34.620537933672,PEATON,AUTO,False,2021-06-16 10:40:00
21481,1,BOEDO AV. 525,5,AVENIDA,-58.416921106063,-34.618890927568,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-16 15:40:00
21482,1,"BROWN, ALTE. AV. y ARAOZ DE LAMADRID, GREGORIO, GRAL.",4,AVENIDA,-58.357911923132,-34.636951784902,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-16 16:20:00
21483,1,DORREGO y COSTA RICA,13,CALLE,-58.439940388906,-34.578546924857,MOTO,PEATON,False,2021-06-16 17:30:00
21484,1,"ACOSTA, MARIANO AV. y PERON, EVA AV.",9,AVENIDA,-58.467123116319,-34.646002228653,SD,SD,False,2021-06-16 17:10:00
21485,1,PIEDRAS 1164,1,CALLE,-58.377004298783,-34.621617683362,AUTO,PEATON,False,2021-06-16 16:45:00
21486,1,SD,SD,AVENIDA,-58.403479166075996,-34.622108900647,AUTO,AUTO,False,2021-06-16 17:40:00
21487,1,"ALBERDI, JUAN BAUTISTA AV. 152",6,AVENIDA,-58.429954033369,-34.622600117932,MOTO,AUTO,False,2021-06-16 23:10:00
21488,1,SD,SD,CALLE,-58.422511139961,-34.6392789527455,SD,SD,False,2021-06-16 18:00:00
21489,1,"ALCORTA, AMANCIO AV. y FALUCHO",4,AVENIDA,-58.415068246553,-34.655957787559,MOTO,AUTO,False,2021-06-17 09:30:00
21490,1,"BONIFACIO, JOSE y LAFUENTE",7,CALLE,-58.466682418481,-34.634056820256,MOTO,AUTO,False,2021-06-17 08:30:00
21491,1,FONROUGE 4300,8,CALLE,-58.467442407309,-34.676763856721,PEATON,AUTO,False,2021-06-17 08:45:00
21492,1,DIRECTORIO AV. y SAN JOSE DE CALASANZ,6,AVENIDA,-58.437170801071,-34.62850922214,MOTO,AUTO,False,2021-06-17 10:00:00
21493,1,SD,SD,CALLE,-58.444162280553996,-34.593648719593006,PEATON,AUTO,False,2021-06-17 00:00:00
21494,1,JURAMENTO AV. y 11 DE SEPTIEMBRE DE 1888,13,AVENIDA,-58.451153760037,-34.558788217046,PEATON,AUTO,False,2021-06-17 11:20:00
21495,1,"CAMARONES y GONZALEZ, JOAQUIN V.",11,CALLE,-58.490487855625,-34.618446620119,AUTO,AUTO,False,2021-06-17 12:30:00
21496,1,"MORENO, PERITO AV. y RIVERA INDARTE AV.",7,AVENIDA,-58.440749277674,-34.650805973231,MOTO,AUTO,False,2021-06-17 14:15:00
21497,1,"BEIRO, FRANCISCO AV. y HUGO, VICTOR",10,AVENIDA,-58.528301662617,-34.61646773018,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-17 14:46:00
21498,1,CORRIENTES AV. 2528,3,AVENIDA,-58.402550748133,-34.604903466424,MOTO,AUTO,False,2021-06-17 14:10:00
21499,1,OLAZABAL AV. y CERETTI,12,AVENIDA,-58.491662956453,-34.579846664027,MOTO,AUTO,False,2021-06-17 15:00:00
21500,1,"VALLESE, FELIPE 2723",7,CALLE,-58.470679255506,-34.622268492264,PEATON,TRANSPORTE_PUBLICO,False,2021-06-17 15:50:00
21501,1,"MOREAU DE JUSTO, ALICIA AV. 872",1,AVENIDA,-58.366374104949,-34.608389254164,MOTO,AUTO,False,2021-06-17 16:00:00
21502,1,"PY, COMODORO AV. y CASTILLO, RAMON S., PRES. AV.",1,AVENIDA,-58.366632313654,-34.585457422536,MOTO,TRANSPORTE_PUBLICO,False,2021-06-17 16:10:00
21503,1,SD,SD,AVENIDA,-58.4352794512325,-34.617689921012,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-17 13:05:00
21504,1,"LARRAZABAL AV. y MUZILLI, CAROLINA",9,AVENIDA,-58.503926588811,-34.649922419488,MOTO,AUTO,False,2021-06-17 17:00:00
21505,1,LOPE DE VEGA AV. y ALCARAZ,10,AVENIDA,-58.51056129966,-34.625114517572,AUTO,AUTO,False,2021-06-17 17:15:00
21506,1,SANTIAGO DEL ESTERO 1074,1,CALLE,-58.384134584756,-34.62070000946,MOTO,OBJETO FIJO,False,2021-06-17 17:12:00
21507,1,27 DE FEBRERO AV. y ESCALADA AV.,8,AVENIDA,-58.444513161835,-34.684758668861,MOTO,PEATON,False,2021-06-17 00:00:00
21508,1,"BULLRICH, INT. AV. y DEL LIBERTADOR AV.",14,AVENIDA,-58.423246998572,-34.571168288888,MOTO,AUTO,False,2021-06-17 17:00:00
21509,4,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y CHARRUA",7,AVENIDA,-58.433823173585,-34.652411909628,TRANSPORTE_PUBLICO,AUTO,False,2021-06-17 18:10:00
21510,1,"SALGUERO, JERONIMO y POTOSI",5,CALLE,-58.419964594917,-34.607277155965,PEATON,AUTO,False,2021-06-17 18:00:00
21511,2,"JUSTO, JUAN B. AV. y CARRASCO AV.",10,AVENIDA,-58.494852422579,-34.629534457407,MOTO,MOTO,False,2021-06-17 22:01:00
21512,1,"CORDOBA AV. y ANCHORENA, TOMAS MANUEL DE, DR.",2,AVENIDA,-58.408150667452,-34.598068377123,MOTO,AUTO,False,2021-06-17 18:30:00
21513,1,SAENZ AV. y LA PLATA AV.,4,AVENIDA,-58.416284774602,-34.648424295498,MOTO,PEATON,False,2021-06-18 01:30:00
21514,1,"FRAGATA PRES. SARMIENTO y JUSTO, JUAN B. AV.",11,AVENIDA,-58.459654036987,-34.605303501083,TRANSPORTE_PUBLICO,AUTO,False,2021-06-18 07:00:00
21515,1,COCHABAMBA y SOLIS,1,CALLE,-58.389758823454,-34.623980717349,MOTO,AUTO,False,2021-06-18 08:30:00
21516,1,DIRECTORIO AV. y RIGLOS,6,AVENIDA,-58.435648802329,-34.628286560256,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-18 10:00:00
21517,3,"MOREAU DE JUSTO, ALICIA AV. 2030",1,AVENIDA,-58.365005994549,-34.623017225065,AUTO,AUTO,False,2021-06-18 13:00:00
21518,1,"DIAZ, CNEL. AV. y LAS HERAS GENERAL AV.",14,AVENIDA,-58.406175269075,-34.583458982072,MOTO,AUTO,False,2021-06-18 11:50:00
21519,1,"PINO, VIRREY DEL y DEL LIBERTADOR AV.",13,AVENIDA,-58.444188174355,-34.561755489477,MOTO,AUTO,False,2021-06-18 12:40:00
21520,1,"ELCANO AV. y FREIRE, RAMON, CAP. GRAL.",13,AVENIDA,-58.458801149804,-34.572008737657,MOTO,AUTO,False,2021-06-18 13:10:00
21521,1,"PERON, EVA AV. y EL TALA",9,AVENIDA,-58.467545620169,-34.646657468726,SD,SD,False,2021-06-18 13:30:00
21522,1,VIAMONTE y PASTEUR,3,CALLE,-58.39981040905,-34.60111549643,MOTO,AUTO,False,2021-06-18 23:10:00
21523,1,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LAFUENTE",8,AVENIDA,-58.442770942945,-34.659578014782,MOTO,AUTO,False,2021-06-18 13:20:00
21524,1,"ALBERDI, JUAN BAUTISTA AV. y QUIRNO",7,AVENIDA,-58.470009689603,-34.633754355645,MOTO,AUTO,False,2021-06-18 11:54:00
21525,1,"CARRANZA, ANGEL JUSTINIANO y HONDURAS",14,CALLE,-58.438360476099,-34.582547602672,MOTO,AUTO,False,2021-06-18 16:30:00
21526,1,LUJAN y VIEYTES,4,CALLE,-58.374609129393,-34.655591336414,MOTO,PEATON,False,2021-06-18 16:30:00
21527,1,PERGAMINO 3751,8,CALLE,-58.436380111998,-34.668584691076,MOTO,AUTO,False,2021-06-18 16:30:00
21528,1,CORDOBA AV. 4889,14,AVENIDA,-58.433173719254,-34.592008688732,MOTO,AUTO,False,2021-06-18 18:00:00
21529,1,"PERON, EVA AV. y SAN PEDRITO",7,AVENIDA,-58.46071596442,-34.642921991799,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-18 19:30:00
21530,1,"SAENZ PEÃ‘A, LUIS, PRES. y ESTADOS UNIDOS",1,CALLE,-58.387422382362,-34.618786760768,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-18 17:30:00
21531,5,"RIVADAVIA AV. y BRAVO, MARIO",5,AVENIDA,-58.417342085431,-34.610941599504,SD,SD,False,2021-06-18 17:45:00
21532,1,DORREGO AV. 1200,15,AVENIDA,-58.44592577352,-34.587641045679,MOTO,AUTO,False,2021-06-18 21:40:00
21533,1,RIVADAVIA AV. y JUNIN,3,AVENIDA,-58.396289746391,-34.609483030327,PEATON,AUTO,False,
21534,1,"ALVAREZ THOMAS AV. y LACROZE, FEDERICO AV.",15,AVENIDA,-58.450953492066,-34.580501600863,PEATON,SD,False,2021-06-18 20:00:00
21535,2,"GAONA AV. y ALVAREZ, DONATO, TTE. GRAL.",6,AVENIDA,-58.459448806659,-34.613884952681,MOTO,AUTO,False,2021-06-18 20:55:00
21536,1,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,AVENIDA,-58.508775218216,-34.669777099202,PEATON,TRANSPORTE_PUBLICO,False,2021-06-18 11:00:00
21537,1,"MOREAU DE JUSTO, ALICIA AV. y VILLAFLOR, AZUCENA",1,AVENIDA,-58.366294836312,-34.612111920553,MOTO,OBJETO FIJO,False,2021-06-19 13:10:00
21538,1,"ALBARIÃ‘O y ALBERDI, JUAN BAUTISTA AV.",9,CALLE,-58.499042740763,-34.648414360221,MOTO,AUTO,False,2021-06-19 11:00:00
21539,1,RIVADAVIA AV. 2729,3,AVENIDA,-58.405007157338,-34.609884598959,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-19 14:00:00
21540,1,"BALBIN, RICARDO, DR. AV. y RIVERA, PEDRO I., DR.",12,AVENIDA,-58.468892463045,-34.561179802456,AUTO,AUTO,False,2021-06-19 13:32:00
21541,2,"ESCALADA AV. y PERON, EVA AV.",9,AVENIDA,-58.478817125698,-34.657842829992,AUTO,AUTO,False,2021-06-19 14:30:00
21542,1,SD,SD,CALLE,-58.495097485337,-34.6261080553445,MOTO,AUTO,False,2021-06-19 00:00:00
21543,1,FERNANDEZ DE ENCISO y VALLEJOS,11,CALLE,-58.511377844976,-34.594373280697,MOTO,AUTO,False,2021-06-19 16:30:00
21544,1,CORDOBA AV. y DORREGO AV.,15,AVENIDA,-58.444786927029,-34.584513430402,PEATON,AUTO,False,2021-06-19 15:14:00
21545,1,"ALBERDI, JUAN BAUTISTA AV. y MIRALLA",9,AVENIDA,-58.499794377598,-34.649107100494,PEATON,MOTO,False,2021-06-19 17:33:00
21546,1,WHITE y OLIVERA AV.,9,CALLE,-58.482475615419,-34.651189237832,SD,SD,False,2021-06-19 18:50:00
21547,1,DON BOSCO y MAZA,5,CALLE,-58.416777331557,-34.612231191633,MOTO,AUTO,False,2021-06-19 19:35:00
21548,1,MEDRANO AV. y SARMIENTO,5,AVENIDA,-58.421189893514,-34.604890226569,PEATON,MOTO,False,2021-06-19 21:00:00
21549,1,RIESTRA AV. y LARRAYA,8,AVENIDA,-58.472294516246,-34.674363351061,MOTO,AUTO,False,2021-06-19 20:30:00
21550,2,LA PAMPA 1391,13,CALLE,-58.444204530858,-34.558706961088,AUTO,AUTO,False,2021-06-19 22:16:00
21551,1,"LUGONES, LEOPOLDO AV. y SARMIENTO AV.",14,AVENIDA,-58.409458451651,-34.569008891598,AUTO,AUTO,False,2021-06-19 15:00:00
21552,2,"ALBERDI, JUAN BAUTISTA AV. 2600",7,AVENIDA,-58.46433209721,-34.632244719567,SD,SD,False,2021-06-19 13:00:00
21553,1,SD,SD,CALLE,-58.482953446328494,-34.600609971332,MOTO,AUTO,False,2021-06-20 00:07:00
21554,1,LAVOISIER y PIRAN,12,CALLE,-58.501574795447,-34.568975223097,MOTO,AUTO,False,2021-06-20 00:30:00
21555,1,"IRIARTE, GRAL. AV. 3500",4,AVENIDA,-58.396597388769,-34.651611177783,AUTO,SD,False,2021-06-20 00:20:00
21556,1,GAONA AV. y SEGUROLA AV.,10,AVENIDA,-58.490220727319,-34.627701928561,AUTO,AUTO,False,2021-06-20 04:47:00
21557,1,IRALA y GUALEGUAY,4,CALLE,-58.367810211071,-34.632430034979,MOTO,AUTO,False,2021-06-20 07:00:00
21558,1,SAN JUAN AV. y MATHEU,3,AVENIDA,-58.399278293328,-34.623417205287,AUTO,PEATON,False,2021-06-20 07:20:00
21559,1,DIRECTORIO AV. y BARCO CENTENERA DEL,6,AVENIDA,-58.43952878218,-34.628854144804,AUTO,AUTO,False,2021-06-20 06:00:00
21560,1,SD,SD,AVENIDA,-58.473548706188,-34.6415593180635,AUTO,OBJETO FIJO,False,2021-06-20 00:00:00
21561,2,ARTIGAS MANUEL DE y CAFAYATE,9,CALLE,-58.507568630196,-34.654264491323,MOTO,MOTO,False,2021-06-20 12:10:00
21562,1,FOREST AV. 1188,15,AVENIDA,-58.460207548695,-34.578614407629,MOTO,AUTO,False,2021-06-20 12:00:00
21563,1,ALVEAR AV. y CALLAO AV.,2,AVENIDA,-58.388118758858,-34.588357238941,AUTO,AUTO,False,2021-06-20 13:15:00
21564,1,ESCALADA AV. y CASTAÃ‘ARES AV.,8,AVENIDA,-58.470162016331,-34.664667112144,MOTO,AUTO,False,2021-06-20 14:00:00
21565,1,"LARRALDE, CRISOLOGO AV. y MILLER",12,AVENIDA,-58.490022389897,-34.560390721082,MOTO,AUTO,False,2021-06-20 16:00:00
21566,1,"MORENO, PERITO AV. y VARELA AV.",8,AVENIDA,-58.444617276336,-34.650977956087,SD,SD,False,2021-06-20 18:30:00
21567,2,"ALBERDI, JUAN BAUTISTA AV. 7443",9,AVENIDA,-58.517154130423,-34.661584536758,AUTO,AUTO,False,2021-06-20 18:50:00
21568,1,PEÃ‘A y LARREA,2,CALLE,-58.39860850005,-34.589863839285,PEATON,AUTO,False,2021-06-20 17:50:00
21569,1,"BEIRO, FRANCISCO AV. y HUGO, VICTOR",10,AVENIDA,-58.528301662617,-34.61646773018,MOTO,AUTO,False,2021-06-20 19:15:00
21570,1,"DELLEPIANE, LUIS, TTE. GRAL. y MIRALLA",8,AVENIDA,-58.475584033107,-34.667954940986,PEATON,AUTO,False,2021-06-20 19:47:00
21571,1,RIVADAVIA AV. 8200,10,AVENIDA,-58.478836286753,-34.63327271055,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-20 14:47:00
21572,1,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",12,AVENIDA,-58.496592344858,-34.563536357833,PEATON,AUTO,False,2021-06-20 13:20:00
21573,1,SD,SD,AVENIDA,-58.461887568933,-34.5729737500915,SD,SD,False,2021-06-20 18:00:00
21574,3,FRAY JUSTO SANTAMARIA DE ORO y PARAGUAY,14,CALLE,-58.427182793008,-34.58241114235,AUTO,AUTO,False,2021-06-21 04:00:00
21575,2,"ZUVIRIA y MORENO, PERITO AV.",7,CALLE,-58.464518413154,-34.649919462703,AUTO,AUTO,False,2021-06-21 05:40:00
21576,1,SARMIENTO y MEDRANO AV.,5,CALLE,-58.421189893514,-34.604890226569,SD,SD,False,2021-06-21 12:30:00
21577,1,"PIEDRAS y GARAY, JUAN DE AV.",1,CALLE,-58.376754375393,-34.625112830459,PEATON,AUTO,False,2021-06-21 17:50:00
21578,1,CORDOBA AV. 2650,3,AVENIDA,-58.404698821884,-34.598216490248,MOTO,AUTO,False,2021-06-21 18:40:00
21579,1,ZUVIRIA y PUMACAHUA,7,CALLE,-58.449446421656,-34.637467732996,SD,SD,False,2021-06-21 20:10:00
21580,1,RIVADAVIA AV. y SAN JOSE DE CALASANZ,6,AVENIDA,-58.439015079365,-34.619434920845,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-21 18:55:00
21581,1,SOLER 4621,14,CALLE,-58.424334264293,-34.587160407803,PEATON,AUTO,False,2021-06-21 21:00:00
21582,2,SAN PEDRITO AV. y DIRECTORIO AV.,7,AVENIDA,-58.467491887068,-34.635517513682,SD,SD,True,2021-06-21 23:00:00
21583,1,"PEDERNERA y LAFERRERE, GREGORIO DE",7,CALLE,-58.459960652984,-34.637114597529,AUTO,PEATON,False,2021-06-22 07:05:00
21584,1,SAENZ AV. 1149,4,AVENIDA,-58.4167832645,-34.653765473556,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-22 12:00:00
21585,1,RIVADAVIA AV. 2585,3,AVENIDA,-58.403087607948,-34.609779443964,PEATON,CAMION,False,2021-06-22 11:00:00
21586,1,CASTRO BARROS e INDEPENDENCIA AV.,5,CALLE,-58.419427844853,-34.621192428121,SD,SD,False,2021-06-22 14:29:00
21587,1,ARENALES 2346,2,CALLE,-58.400126729525,-34.594128111206,MOTO,CAMION,False,2021-06-22 14:12:00
21588,1,"PAZ, GRAL. AV. y JACQUES, AMADEO",9,AUTOPISTA,-58.529227659301,-34.636379634568,MOTO,MOTO,False,2021-06-22 15:00:00
21589,1,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,AUTOPISTA,-58.500738109269,-34.5497951022,MOTO,AUTO,False,2021-06-22 16:00:00
21590,2,"BEIRO, FRANCISCO AV. y MERCEDES",11,AVENIDA,-58.509192819078,-34.604250472764,MOTO,AUTO,True,2021-06-22 17:00:00
21591,1,REPUBLICA BOLIVARIANA DE VENEZUELA y SPEGAZZINI CARLOS,5,CALLE,-58.426562023663,-34.618112494044,SD,SD,False,2021-06-22 17:27:00
21592,1,SARMIENTO 2227,3,CALLE,-58.39836939481,-34.605849909624,SD,SD,False,2021-06-22 16:35:00
21593,1,TRAFUL y CACHI,4,CALLE,-58.411462774963,-34.650739160913,PEATON,TRANSPORTE_PUBLICO,False,2021-06-22 18:40:00
21594,1,"BEIRO, FRANCISCO AV. 4748",11,AVENIDA,-58.517279596849,-34.609459695085,PEATON,AUTO,True,2021-06-22 20:05:00
21595,1,PERU 1260,1,CALLE,-58.373917633985,-34.622704778447,MOTO,AUTO,False,2021-06-22 19:20:00
21596,1,NAZCA AV. y BOGOTA,7,AVENIDA,-58.471104246994,-34.627424083182,PEATON,TRANSPORTE_PUBLICO,False,2021-06-22 20:50:00
21597,1,CORRIENTES AV. y SANCHEZ DE BUSTAMANTE,5,AVENIDA,-58.414516424559,-34.604014699878,SD,SD,False,2021-06-22 20:30:00
21598,1,QUILMES 557,4,CALLE,-58.417612846022,-34.645874155201,MOTO,AUTO,False,2021-06-22 22:10:00
21599,1,SD,SD,AVENIDA,-58.4551397448975,-34.6172817074105,MOTO,OBJETO FIJO,True,2021-06-22 00:00:00
21600,1,"ARTIGAS, JOSE GERVASIO, GRAL. 3973",15,CALLE,-58.492666643773,-34.58868925962,MOTO,AUTO,False,2021-06-22 18:30:00
21601,1,SARMIENTO 2227,3,CALLE,-58.39836939481,-34.605849909624,SD,SD,False,
21602,1,RIVADAVIA AV. y ALBERTI,3,AVENIDA,-58.401784216745,-34.609886634114,PEATON,AUTO,False,2021-06-22 13:30:00
21603,1,SD,SD,AVENIDA,-58.42363420745067,-34.607340805240334,SD,SD,False,2021-06-22 09:30:00
21604,1,SD,SD,AVENIDA,-58.44548419815633,-34.60479497636666,AUTO,AUTO,False,2021-06-23 00:00:00
21605,1,"SAN MARTIN AV. y TRELLES, MANUEL R.",15,AVENIDA,-58.467334188862,-34.602249147493,MOTO,PEATON,False,2021-06-23 07:15:00
21606,2,"REGIMIENTO DE PATRICIOS AV. y GARCIA, MARTIN AV.",4,AVENIDA,-58.370662234862,-34.629492275574,PEATON,AUTO,False,2021-06-23 11:00:00
21607,1,REPUBLICA BOLIVARIANA DE VENEZUELA y SALTA,1,CALLE,-58.383115712714,-34.614388669541,AUTO,CAMION,False,2021-06-23 12:00:00
21608,1,CONGRESO AV. y VIDAL,13,AVENIDA,-58.466218380599,-34.557382980147,PEATON,AUTO,False,2021-06-23 15:40:00
21609,1,SD,SD,CALLE,-58.4911173605975,-34.571070646645,MOTO,AUTO,False,2021-06-23 00:00:00
21610,1,CONCORDIA y COCHRANE,11,CALLE,-58.516016340596,-34.584758313143,AUTO,AUTO,False,2021-06-23 16:30:00
21611,1,"SALGUERO, JERONIMO 3083",14,CALLE,-58.404979810902,-34.576962524303,MOTO,AUTO,False,2021-06-23 17:15:00
21612,1,MAURE 2900,13,CALLE,-58.445685009317,-34.575716305062,PEATON,SD,False,2021-06-23 17:49:00
21613,1,FOREST AV. 1446,15,AVENIDA,-58.462919834423,-34.575718842809,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-23 17:52:00
21614,1,VELEZ SARSFIELD AV. y OLAVARRIA,4,AVENIDA,-58.389576693324,-34.644102773262,PEATON,AUTO,False,2021-06-23 18:40:00
21615,1,SAN JUAN AV. y SOLIS,1,AVENIDA,-58.389890774287,-34.622634513855,MOTO,AUTO,False,2021-06-23 20:00:00
21616,1,MONROE y O'HIGGINS,13,CALLE,-58.45620772261,-34.556082004876,SD,SD,False,2021-06-23 19:10:00
21617,1,"URQUIZA, GRAL. y PAVON",3,CALLE,-58.408487526633,-34.628331604781,MOTO,PEATON,False,2021-06-23 20:44:00
21618,1,RIVADAVIA AV. 4879,6,AVENIDA,-58.434096480705,-34.617046620976,MOTO,PEATON,False,2021-06-23 19:50:00
21619,1,LOS PATOS y LUZURIAGA,4,CALLE,-58.388868752092,-34.6375433437,PEATON,AUTO,False,2021-06-23 12:00:00
21620,1,INDEPENDENCIA AV. y PASCO,3,AVENIDA,-58.397517522223,-34.618461280097,MOTO,AUTO,False,2021-06-23 07:50:00
21621,1,RIVADAVIA AV. 11531,9,AVENIDA,-58.526851950947,-34.639002048908,MOTO,TRANSPORTE_PUBLICO,False,2021-06-23 21:20:00
21622,1,SD,SD,AVENIDA,-58.49075842797933,-34.64187610315933,SD,SD,False,2021-06-23 18:30:00
21623,1,SD,SD,AVENIDA,-58.45466490501167,-34.64475015741066,SD,SD,False,2021-06-23 12:00:00
21624,1,LA PLATA AV. 2857,4,AVENIDA,-58.418571382044,-34.647624211662,AUTO,TRANSPORTE_PUBLICO,False,2021-06-24 07:50:00
21625,1,CRAMER AV. y OLAZABAL,13,AVENIDA,-58.462917949579,-34.562901587215,PEATON,AUTO,False,2021-06-24 08:20:00
21626,1,COBO AV. y ALBARRACIN,7,AVENIDA,-58.428567897946,-34.64105550808,MOTO,AUTO,False,2021-06-24 08:14:00
21627,1,BELGRANO AV. y SAN JOSE,1,AVENIDA,-58.386078538811,-34.613433667124,MOTO,AUTO,False,2021-06-24 12:00:00
21628,1,"DIAZ, ANA y CAFAYATE",8,CALLE,-58.469631556179,-34.683925162018,MOTO,AUTO,False,2021-06-24 11:50:00
21629,1,"PATAGONES y GARCIA, MANUEL",4,CALLE,-58.39703100539,-34.636719382306,MOTO,AUTO,False,2021-06-24 12:00:00
21630,1,PIEDRAS y REPUBLICA BOLIVARIANA DE VENEZUELA,1,CALLE,-58.377539083288,-34.613996280265,PEATON,AUTO,False,2021-06-24 12:50:00
21631,1,"GARCIA GRANDE DE ZEQUEIRA, SEVERO y OLIDEN",9,CALLE,-58.506270260874,-34.651213667577,AUTO,AUTO,False,2021-06-24 14:00:00
21632,1,CESPEDES y ALVAREZ THOMAS AV.,15,CALLE,-58.454863213029,-34.579242755055,MOTO,AUTO,False,2021-06-24 16:50:00
21633,1,"MORENO, JOSE MARIA AV. y DIRECTORIO AV.",6,AVENIDA,-58.433819705583,-34.628018945895,MOTO,PEATON,False,2021-06-24 17:30:00
21634,1,SD,13,AVENIDA,-58.44324,-34.541608,MOTO,AUTO,False,2021-06-24 17:50:00
21635,1,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,AVENIDA,-58.467398254764,-34.651177578013,SD,SD,False,2021-06-24 18:40:00
21636,1,SAN MARTIN AV. y PAYSANDU,15,AVENIDA,-58.458935335128,-34.604373182075,MOTO,AUTO,False,2021-06-24 14:05:00
21637,1,DIRECTORIO AV. y CARABOBO AV.,7,AVENIDA,-58.454378608686,-34.631499402264,MOTO,PEATON,False,2021-06-24 19:45:00
21638,1,"CHARCAS y DIAZ, CNEL. AV.",14,CALLE,-58.412393410248,-34.591750470308,PEATON,SD,False,2021-06-24 15:45:00
21639,1,ALVAREZ JONTE AV. y ARGERICH,11,AVENIDA,-58.484992573886,-34.609250345744,MOTO,AUTO,False,2021-06-24 21:30:00
21640,1,"LAVALLE y BRAVO, MARIO",5,CALLE,-58.416145672792,-34.600452328988,MOTO,AUTO,False,2021-06-24 22:45:00
21641,1,"BLANES, JUAN MANUEL 26",4,CALLE,-58.358686545093,-34.627537670559,AUTO,AUTO,False,2021-06-24 19:00:00
21642,1,"BEIRO, FRANCISCO AV. 4700",11,AVENIDA,-58.516643005452,-34.609067547065,MOTO,AUTO,False,2021-06-24 23:30:00
21643,1,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,AUTOPISTA,-58.476963967044,-34.672694747235,MOTO,PEATON,False,2021-06-24 14:55:00
21644,1,CAÃ‘ADA DE GOMEZ y ZELARRAYAN,8,CALLE,-58.484190797303,-34.678092537649,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-24 19:20:00
21645,1,"LINIERS VIRREY y GARAY, JUAN DE AV.",5,CALLE,-58.41307379281,-34.630671702757,PEATON,AUTO,False,2021-06-24 13:45:00
21646,1,"LA PLATA AV. y ALBERDI, JUAN BAUTISTA AV.",6,AVENIDA,-58.427797026441,-34.622073471294,AUTO,TRANSPORTE_PUBLICO,False,
21647,1,SAENZ AV. y TRAFUL,4,AVENIDA,-58.416512816459,-34.65199991855,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,2021-06-24 16:00:00
21648,1,SAN MARTIN AV. y TRES ARROYOS,15,AVENIDA,-58.454002535784,-34.605651234585,SD,SD,False,2021-06-24 20:00:00
21649,1,SD,SD,AVENIDA,-58.444227914159335,-34.60664416505133,SD,SD,False,2021-06-24 17:10:00
21650,1,SD,SD,CALLE,-58.43445329253466,-34.60763709551767,SD,SD,False,2021-06-24 14:12:00
