ID,N_VICTIMAS,LUGAR_DEL_HECHO,COMUNA,TIPO_DE_CALLE,LONGITUD,LATITUD,VICTIMA,ACUSADO,FATAL,FECHA_Y_HORA
7306,1,"JUSTO, JUAN B. AV. 5787, BARRIO: VILLA SANTA RITA  , JURISDICCIÓN COMISARIA:  VECINAL 11A",11,AVENIDA,-58.476966,-34.618891,MOTO,PEATON,False,2019-06-28 14:15:00
7307,1,"ZAPIOLA 2450, BARRIO: BELGRANO  , JURISDICCIÓN COMISARIA:  VECINAL 13C",13,AVENIDA,-58.46633,-34.562622,SD,SD,False,2019-06-28 13:45:00
7308,1,"CORDOBA AV. 2773, BARRIO: RECOLETA  , JURISDICCIÓN COMISARIA:  VECINAL 2B",2,CALLE,-58.406255,-34.597954,SD,SD,False,2019-06-28 15:13:00
7309,1,SD,SD,AVENIDA,-58.3937565,-34.598492,SD,SD,False,2019-06-28 13:20:00
7310,1,"CORDOBA AV. Y PELLEGRINI, CARLOS 0, BARRIO: RETIRO  , JURISDICCIÓN COMISARIA:  VECINAL 1A",1,AVENIDA,-58.381258,-34.59903,SD,SD,False,2019-06-28 09:20:00
7311,1,"RIVADAVIA AV. Y CALLAO AV. 0, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 3A",3,CALLE,-58.391962,-34.609233,TRANSPORTE_PUBLICO,PEATON,False,2019-06-28 14:15:00
7312,1,"DEL LIBERTADOR AV. 6663, BARRIO: BELGRANO  , JURISDICCIÓN COMISARIA:  VECINAL 13A",13,CALLE,-58.452645,-34.550743,SD,SD,False,2019-06-28 16:15:00
7313,1,"BROWN, ALTE. AV. 837, BARRIO: BOCA  , JURISDICCIÓN COMISARIA:  VECINAL 4C",4,CALLE,-58.360706,-34.632416,MOTO,PEATON,False,2019-06-28 18:35:00
7314,2,SD,SD,AVENIDA,-58.399609999999996,-34.6173045,SD,SD,False,2019-06-28 19:30:00
7315,1,"CAMARGO Y ALVAREZ, JULIAN 0, BARRIO: VILLA CRESPO  , JURISDICCIÓN COMISARIA:  VECINAL 15B",15,CALLE,-58.438514,-34.602193,SD,SD,False,2019-06-28 20:25:00
7316,1,SD,SD,AVENIDA,-58.430364999999995,-34.6117925,SD,SD,False,2019-06-28 21:27:00
7317,1,"BOCAYUVA, QUINTINO E INDEPENDENCIA AV., BARRIO: ALMAGRO  , JURISDICCIÓN COMISARIA:  VECINAL 5B",5,CALLE,-58.422216,-34.621392,SD,SD,False,2019-06-28 00:00:00
7318,1,"SALTA Y GARAY, JUAN DE AV. 0, BARRIO: CONSTITUCION  , JURISDICCIÓN COMISARIA:  VECINAL 1C",1,AVENIDA,-58.382848,-34.626957,SD,SD,False,2019-06-28 21:20:00
7319,1,"TUCUMAN Y ESMERALDA 0, BARRIO: SAN NICOLAS  , JURISDICCIÓN COMISARIA:  VECINAL 1D",1,AVENIDA,-58.378184,-34.601219,SD,SD,False,2019-06-28 20:45:00
7320,1,"PLANES 1138, DEPTO: A, BARRIO: CABALLITO  , JURISDICCIÓN COMISARIA:  VECINAL 6A",6,AVENIDA,-58.449349,-34.612168,SD,SD,False,2019-06-28 23:00:00
7321,1,"MOSCONI GENERAL AV. Y SAN MARTIN AV. 0, BARRIO: VILLA DEVOTO  , JURISDICCIÓN COMISARIA:  VECINAL 11B",11,AVENIDA,-58.511031,-34.591682,SD,SD,False,2019-06-28 22:15:00
7322,1,"VELEZ SARSFIELD AV. 1600, BARRIO: BARRACAS  , JURISDICCIÓN COMISARIA:  VECINAL 4D",4,AVENIDA,-58.388702,-34.653741,SD,SD,False,2019-06-28 22:30:00
7323,1,"LA PLATA AV. Y FORMOSA 0, BARRIO: ALMAGRO  , JURISDICCIÓN COMISARIA:  VECINAL 6B",6,AVENIDA,-58.428072,-34.620682,SD,SD,False,2019-06-28 20:30:00
7324,1,"MORENO, PERITO AV. Y BARCO CENTENERA DEL 0, BARRIO: NUEVA POMPEYA  , JURISDICCIÓN COMISARIA:  VECINAL 4B",4,AVENIDA,-58.425297,-34.650107,SD,SD,False,2019-06-28 21:00:00
7325,1,"JUSTO, JUAN B. AV. 4064, BARRIO: CABALLITO  , JURISDICCIÓN COMISARIA:  VECINAL 6A",6,AVENIDA,-58.459117,-34.605078,SD,SD,False,2019-06-28 20:15:00
7326,1,"ARAOZ Y CASTILLO 0, BARRIO: VILLA CRESPO  , JURISDICCIÓN COMISARIA:  VECINAL 15B",15,AVENIDA,-58.432704,-34.597128,MOTO,PEATON,False,2019-06-28 12:50:00
7327,1,"HUMBERTO 1° Y LINIERS VIRREY 0, BARRIO: BOEDO  , JURISDICCIÓN COMISARIA:  VECINAL 5B",5,CALLE,-58.413659,-34.624205,AUTO,PEATON,False,2019-06-28 20:55:00
7328,1,SAN MARTIN AV. y TERRADA,1,AVENIDA,-58.420097,-34.6011865,SD,SD,False,2019-06-28 08:25:00
7329,1,"SANTA FE AV. Y JUSTO, JUAN B. AV. 0, BARRIO: PALERMO  , JURISDICCIÓN COMISARIA:  VECINAL 14A",14,AVENIDA,-58.426535,-34.578168,SD,SD,False,2019-06-29 01:50:00
7330,1,"RIVADAVIA AV. 6100, BARRIO: CABALLITO  , JURISDICCIÓN COMISARIA:  VECINAL 6B",6,AVENIDA,-58.45181,-34.624859,SD,SD,False,2019-06-29 02:30:00
7331,1,"DE LOS INCAS AV. 3099, BARRIO: BELGRANO  , JURISDICCIÓN COMISARIA:  VECINAL 13C",13,AVENIDA,-58.458753,-34.57049,SD,SD,False,2019-06-29 06:40:00
7332,2,"ARGENTINA AV. Y MURGUIONDO 0, BARRIO: VILLA LUGANO  , JURISDICCIÓN COMISARIA:  VECINAL 8A",8,AVENIDA,-58.481079,-34.67291,SD,SD,False,2019-06-29 05:35:00
7333,1,"GAONA AV. 1437, BARRIO: CABALLITO  , JURISDICCIÓN COMISARIA:  VECINAL 6A",6,CALLE,-58.449353,-34.608991,SD,SD,False,2019-06-29 08:30:00
7334,1,"IRIARTE, GRAL. Y JOVELLANOS, GASPAR M. DE 0, BARRIO: BARRACAS  , JURISDICCIÓN COMISARIA:  VECINAL 4D",4,AVENIDA,-58.370524,-34.647754,MOTO,PEATON,False,2019-06-29 08:40:00
7335,1,"PAZ, GRAL. AV. Y GRIVEO 0, BARRIO: VILLA DEVOTO  , JURISDICCIÓN COMISARIA:  VECINAL 11B",11,CALLE,-58.520806,-34.595076,SD,SD,False,2019-06-29 08:30:00
7336,1,"AV GRAL PAZ Y GERCHUNOFF , BARRIO: SAAVEDRA  , JURISDICCIÓN COMISARIA:",12,CALLE,-58.4967495,-34.5690435,AUTO,PEATON,False,2019-06-29 10:30:00
7337,1,"CABILDO AV. Y RAMALLO 0, BARRIO: NUÑEZ  , JURISDICCIÓN COMISARIA:  VECINAL 12A",12,CALLE,-58.472693,-34.543011,SD,SD,False,2019-06-29 11:00:00
7338,1,"BOLIVAR Y GARAY, JUAN DE AV. 0, BARRIO: SAN TELMO  , JURISDICCIÓN COMISARIA:  VECINAL 1E",1,CALLE,-58.372678,-34.624321,SD,SD,False,2019-06-29 12:30:00
7339,1,"JAURES, JEAN 90, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 3A",3,CALLE,-58.410431,-34.609333,SD,SD,False,2019-06-29 11:30:00
7340,1,"ANTARTIDA ARGENTINA AV. 1400, BARRIO: RETIRO  , JURISDICCIÓN COMISARIA:  VECINAL 1A",1,AVENIDA,-58.373115,-34.58418,SD,SD,False,2019-06-29 13:50:00
7341,1,"JUSTO, JUAN B. AV. Y MADERO 0, BARRIO: LINIERS  , JURISDICCIÓN COMISARIA:  VECINAL 10B",10,AVENIDA,-58.5256,-34.634584,MOTO,PEATON,False,2019-06-29 14:45:00
7342,1,"ARANGUREN, JUAN F., DR. 3774, BARRIO: FLORESTA  , JURISDICCIÓN COMISARIA:  VECINAL 10A",10,CALLE,-58.482351,-34.62788,PEATON,SD,False,2019-06-29 13:35:00
7343,2,"EINSTEIN, ALBERTO Y TRAFUL 0, BARRIO: NUEVA POMPEYA  , JURISDICCIÓN COMISARIA:  VECINAL 4B",4,CALLE,-58.412729,-34.651097,SD,SD,False,2019-06-29 16:30:00
7344,1,"LOPE DE VEGA Y BACACAY 0, BARRIO: VILLA LURO  , JURISDICCIÓN COMISARIA:  VECINAL 10B",10,AVENIDA,-58.49992,-34.635141,SD,SD,False,2019-06-29 15:50:00
7345,1,"LAFUENTE AV. Y ZUVIRIA 0, BARRIO: FLORES  , JURISDICCIÓN COMISARIA:  VECINAL 7A",7,CALLE,-58.459542,-34.64557,SD,SD,False,2019-06-29 10:30:00
7346,1,"SAN JUAN AV. E IRIGOYEN, BERNARDO DE, BARRIO: CONSTITUCION  , JURISDICCIÓN COMISARIA:  VECINAL 1C",1,CALLE,-58.380012,-34.622135,MOTO,PEATON,False,2019-06-29 17:30:00
7347,2,"CORVALAN Y HUBAC 0, BARRIO: VILLA LUGANO  , JURISDICCIÓN COMISARIA:  VECINAL 8A",8,CALLE,-58.481358,-34.660894,SD,SD,False,2019-06-29 17:35:00
7348,1,"IRIARTE, GRAL. AV. Y ZAVALETA 0, BARRIO: BARRACAS  , JURISDICCIÓN COMISARIA:  VECINAL 4D",4,AVENIDA,-58.40057,-34.651069,SD,SD,False,2019-06-29 15:05:00
7349,1,"DIAZ, CESAR, GRAL. Y BAHIA BLANCA 0, BARRIO: FLORESTA  , JURISDICCIÓN COMISARIA:  VECINAL 10A",10,AVENIDA,-58.48933,-34.621004,SD,SD,False,2019-06-29 19:00:00
7350,2,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. 0, BARRIO: SAAVEDRA  , JURISDICCIÓN COMISARIA:  VECINAL 12A",12,AVENIDA,-58.500649,-34.552046,SD,SD,False,2019-06-29 19:00:00
7351,1,"BOYACA AV. 305, BARRIO: FLORES  , JURISDICCIÓN COMISARIA:  VECINAL 7C",7,AVENIDA,-58.458907,-34.623319,SD,SD,False,2019-06-29 19:05:00
7352,1,"LOPE DE VEGA AV. Y LISTA, RAMON, CORONEL 0, BARRIO: VILLA DEVOTO  , JURISDICCIÓN COMISARIA:  VECINAL 11B",11,CALLE,-58.524266,-34.614599,SD,SD,False,2019-06-29 19:15:00
7353,1,"ARANGUREN, JUAN F., DR. Y NAZCA AV. 0, BARRIO: FLORES  , JURISDICCIÓN COMISARIA:  VECINAL 7C",7,AUTOPISTA,-58.472117,-34.625164,SD,SD,False,2019-06-29 20:45:00
7354,1,SD,SD,AVENIDA,-58.487769,-34.607305499999995,SD,SD,False,2019-06-29 20:30:00
7355,1,"HELGUERA Y VALLEJOS 0, BARRIO: VILLA PUEYRREDON  , JURISDICCIÓN COMISARIA:  VECINAL 12B",12,AVENIDA,-58.503421,-34.589447,SD,SD,False,2019-06-29 22:35:00
7356,1,"HELGUERA 570, BARRIO: FLORES  , JURISDICCIÓN COMISARIA:  VECINAL 7C",7,AVENIDA,-58.475272,-34.625223,SD,SD,False,2019-06-29 11:30:00
7357,1,"HERNANDEZ, RAFAEL Y QUINTEROS, LIDORO J. AV. 0, BARRIO: BELGRANO  , JURISDICCIÓN COMISARIA:  VECINAL 13A",13,AVENIDA,-58.450307,-34.550409,SD,SD,False,2019-06-29 13:20:00
7358,1,"MOSCONI GENERAL AV. Y NAZCA 0, BARRIO: VILLA PUEYRREDON  , JURISDICCIÓN COMISARIA:  VECINAL 12B",12,CALLE,-58.502186,-34.586285,PEATON,CICLISTA,False,2019-06-29 23:10:00
7359,1,"SARMIENTO Y BILLINGHURST 0, BARRIO: ALMAGRO  , JURISDICCIÓN COMISARIA:  VECINAL 5A",5,AVENIDA,-58.416033,-34.605669,MOTO,PEATON,False,2019-06-29 10:00:00
7360,1,"JUSTO, JUAN B. AV. Y SAN MARTIN AV. 0, BARRIO: VILLA CRESPO  , JURISDICCIÓN COMISARIA:  VECINAL 15B",15,AVENIDA,-58.458475,-34.604491,SD,SD,False,2019-06-29 04:00:00
7361,2,"COMBATE DE LOS POZOS Y CASEROS AV. 0, BARRIO: PARQUE PATRICIOS  , JURISDICCIÓN COMISARIA:  VECINAL 4A",4,CALLE,-58.390903,-34.634245,SD,SD,False,2019-06-30 00:50:00
7362,2,"MARTINEZ CASTRO Y DIRECTORIO AV. 0, BARRIO: PARQUE AVELLANEDA  , JURISDICCIÓN COMISARIA:  VECINAL 9C",9,CALLE,-58.477408,-34.639753,SD,SD,False,2019-06-30 03:00:00
7363,2,SD,SD,CALLE,-58.472108,-34.5877985,SD,SD,False,2019-06-30 04:39:00
7364,1,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV. 0, BARRIO: NUÑEZ  , JURISDICCIÓN COMISARIA:  VECINAL 13B",13,AVENIDA,-58.466808,-34.535844,AUTO,PEATON,False,2019-06-30 02:30:00
7365,3,"DIRECTORIO AV. Y SAN JOSE DE CALASANZ 0, BARRIO: CABALLITO  , JURISDICCIÓN COMISARIA:  VECINAL 6B",6,AVENIDA,-58.437172,-34.628508,SD,SD,False,2019-06-30 05:40:00
7366,1,"TUCUMAN Y GALLO 0, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 5A",5,CALLE,-58.412284,-34.600242,SD,SD,False,2019-06-30 05:10:00
7367,1,"LA PLATA AV. Y METAN 0, BARRIO: PARQUE CHACABUCO  , JURISDICCIÓN COMISARIA:  VECINAL 7B",7,AVENIDA,-58.424281,-34.637168,SD,SD,False,2019-06-30 02:40:00
7368,1,"JUSTO, JUAN B. AV. Y ARTIGAS, JOSE GERVASIO, GRAL. 0, BARRIO: VILLA GRAL. MITRE  , JURISDICCIÓN COMISARIA:  VECINAL 11A",11,AVENIDA,-58.472253,-34.613823,AUTO,PEATON,False,2019-06-30 07:15:00
7369,1,"CARACAS Y AVELLANEDA AV. 0, BARRIO: FLORES  , JURISDICCIÓN COMISARIA:  VECINAL 7C",7,CALLE,-58.463276,-34.623733,MOTO,PEATON,False,2019-06-30 20:30:00
7370,1,"URQUIZA, GRAL. Y BELGRANO AV. 0, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 3B",3,CALLE,-58.409685,-34.615248,MOTO,PEATON,False,2019-06-30 14:15:00
7371,3,"CABILDO AV. E IBERA, BARRIO: NUÑEZ  , JURISDICCIÓN COMISARIA:  VECINAL 13B",13,AUTOPISTA,-58.464521,-34.553514,SD,SD,False,2019-06-30 16:10:00
7372,1,"RIVADAVIA AV. Y PARRAL 0, BARRIO: CABALLITO  , JURISDICCIÓN COMISARIA:  VECINAL 6B",6,CALLE,-58.439016,-34.619434,SD,SD,False,2019-06-30 18:02:00
7373,1,"CAMACUA Y BONIFACIO, JOSE 0, BARRIO: FLORES  , JURISDICCIÓN COMISARIA:  VECINAL 7C",7,AVENIDA,-58.457068,-34.631106,SD,SD,False,2019-06-30 18:00:00
7374,1,"MEMBRILLAR Y PRIMERA JUNTA 0, BARRIO: FLORES  , JURISDICCIÓN COMISARIA:  VECINAL 7A",7,AVENIDA,-58.456466,-34.637401,SD,SD,False,2019-06-30 21:40:00
7375,1,"LACROZE, FEDERICO AV. Y DELGADO 0, BARRIO: COLEGIALES  , JURISDICCIÓN COMISARIA:  VECINAL 13C",13,CALLE,-58.450557,-34.579866,SD,SD,False,2019-06-30 22:10:00
7376,1,"27 DE FEBRERO AV. Y PAZ, GRAL. AV. 0, BARRIO: VILLA RIACHUELO  , JURISDICCIÓN COMISARIA:  VECINAL 8C",8,CALLE,-58.460718,-34.703796,AUTO,PEATON,False,2019-06-30 22:30:00
7377,2,"PAZ, MARCOS Y LASCANO 0, BARRIO: MONTE CASTRO  , JURISDICCIÓN COMISARIA:  VECINAL 10A",10,AVENIDA,-58.50444,-34.617679,SD,SD,False,2019-06-30 23:30:00
7378,1,"BOCAYUVA, QUINTINO Y CALVO, CARLOS AV. 0, BARRIO: BOEDO  , JURISDICCIÓN COMISARIA:  VECINAL 5B",5,CALLE,-58.421864,-34.624778,AUTO,PEATON,False,2019-06-30 07:10:00
7379,1,"HUERGO, ING. AV. Y MORENO 0, BARRIO: MONSERRAT  , JURISDICCIÓN COMISARIA:  VECINAL 1E",1,AVENIDA,-58.367268,-34.610996,AUTO,PEATON,False,2019-06-30 16:20:00
7380,1,SD,14,AVENIDA,-58.421738,-34.581182,CICLISTA,PEATON,False,2019-07-01 22:30:00
7381,1,SD,2,CALLE,-58.409629,-34.595662,CICLISTA,PEATON,False,2019-07-01 10:55:00
7382,1,SD,12,CALLE,-58.485879,-34.543475,CICLISTA,MOTO,False,2019-07-01 20:40:00
7383,1,SD,2,AUTOPISTA,-58.402589,-34.591612,CICLISTA,PEATON,False,2019-07-01 12:00:00
7384,1,SD,9,CALLE,-58.5158,-34.649357,PEATON,SD,False,2019-07-01 23:08:00
7385,1,SD,10,CALLE,-58.502841,-34.615203,SD,SD,False,2019-07-01 00:30:00
7386,1,SD,1,CALLE,-58.379784,-34.623722,SD,SD,False,2019-07-01 05:28:00
7387,1,SD,1,CALLE,-58.367292,-34.618194,SD,SD,False,2019-07-01 08:55:00
7388,1,SD,5,CALLE,-58.41365,-34.606115,SD,SD,False,2019-07-01 07:35:00
7389,1,SD,6,CALLE,-58.452588,-34.617116,SD,SD,False,2019-07-01 09:16:00
7390,2,SD,9,CALLE,-58.521212,-34.63893,SD,SD,False,2019-07-01 08:00:00
7391,1,SD,1,AVENIDA,-58.389349,-34.624985,PEATON,TRANSPORTE_PUBLICO,False,2019-07-01 08:00:00
7392,2,SD,4,CALLE,-58.398911,-34.635914,SD,SD,False,2019-07-01 10:20:00
7393,1,SD,7,AVENIDA,-58.464589,-34.615931,PEATON,SD,False,2019-07-01 11:07:00
7394,1,SD,SD,AVENIDA,-58.482191,-34.6325185,MOTO,TRANSPORTE_PUBLICO,False,2019-07-01 11:00:00
7395,3,SD,9,CALLE,-58.499793,-34.649106,MOTO,SD,False,2019-07-01 11:30:00
7396,1,SD,10,AVENIDA,-58.496142,-34.61552,MOTO,PEATON,False,2019-07-01 11:16:00
7397,1,SD,6,AVENIDA,-58.433821,-34.628018,TRANSPORTE_PUBLICO,SD,False,2019-07-01 11:30:00
7398,1,SD,1,AVENIDA,-58.374998,-34.603383,MOTO,PEATON,False,2019-07-01 11:30:00
7399,1,SD,5,AUTOPISTA,-58.414125,-34.620861,MOTO,CICLISTA,False,2019-07-01 10:40:00
7400,2,SD,11,CALLE,-58.499286,-34.606008,PEATON,SD,False,2019-07-01 11:30:00
7401,1,SD,10,CALLE,-58.500375,-34.626413,TRANSPORTE_PUBLICO,PEATON,False,2019-07-01 11:20:00
7402,1,SD,12,CALLE,-58.509038,-34.569999,MOTO,PEATON,False,2019-07-01 12:30:00
7403,1,SD,3,CALLE,-58.398272,-34.599831,MOTO,PEATON,False,2019-07-01 12:40:00
7404,1,SD,15,CALLE,-58.426998,-34.596292,PEATON,SD,False,2019-07-01 13:10:00
7405,1,SD,1,CALLE,-58.375448,-34.592655,MOTO,PEATON,False,2019-07-01 06:30:00
7406,1,SD,14,CALLE,-58.442712,-34.569509,AUTO,PEATON,False,2019-07-01 15:18:00
7407,1,SD,5,AVENIDA,-58.413782,-34.598014,AUTO,SD,False,2019-07-01 13:30:00
7408,1,SD,1,AVENIDA,-58.391375,-34.62281,SD,SD,False,2019-07-01 11:30:00
7409,2,SD,11,AVENIDA,-58.506165,-34.602378,SD,SD,False,2019-07-01 14:15:00
7410,2,SD,9,AVENIDA,-58.511124,-34.666821,MOTO,PEATON,False,2019-07-01 14:50:00
7411,2,SD,3,AVENIDA,-58.407084,-34.624388,SD,SD,False,2019-07-01 14:40:00
7412,1,SD,3,AVENIDA,-58.404186,-34.599895,PEATON,SD,False,2019-07-01 15:30:00
7413,1,SD,13,AVENIDA,-58.434847,-34.553292,TRANSPORTE_PUBLICO,SD,False,2019-07-01 17:45:00
7414,1,SD,10,CALLE,-58.529805,-34.627034,MOTO,PEATON,False,2019-07-01 16:50:00
7415,1,SD,SD,CALLE,-58.521036,-34.603362000000004,MOTO,CICLISTA,False,2019-07-01 17:30:00
7416,1,SD,12,CALLE,-58.512267,-34.57969,PEATON,CICLISTA,False,2019-07-01 16:40:00
7417,1,SD,10,AVENIDA,-58.530017,-34.623561,SD,SD,False,2019-07-01 17:45:00
7418,1,SD,14,CALLE,-58.407691,-34.58168,MOTO,PEATON,False,2019-07-01 18:00:00
7419,1,SD,3,CALLE,-58.407577,-34.620872,MOTO,PEATON,False,2019-07-01 16:00:00
7420,2,SD,13,CALLE,-58.45415,-34.566091,MOTO,SD,False,2019-07-01 18:40:00
7421,1,SD,SD,AVENIDA,-58.470485499999995,-34.581736,AUTO,SD,False,2019-07-01 20:20:00
7422,1,SD,15,CALLE,-58.486821,-34.597381,AUTO,SD,False,2019-07-01 21:15:00
7423,1,SD,SD,CALLE,-58.46991,-34.607285,SD,SD,False,2019-07-01 21:10:00
7424,1,SD,SD,CALLE,-58.452999,-34.617189,MOTO,PEATON,False,2019-07-01 21:10:00
7425,1,SD,6,AUTOPISTA,-58.436088,-34.627093,MOTO,PEATON,False,2019-07-01 09:00:00
7426,2,SD,9,AVENIDA,-58.517471,-34.661982,SD,SD,False,2019-07-01 15:00:00
7427,1,SD,12,CALLE,-58.475488,-34.539371,CICLISTA,SD,False,2019-07-02 14:05:00
7428,2,SD,1,AVENIDA,-58.377939,-34.628608,CICLISTA,SD,False,2019-07-02 23:30:00
7429,1,SD,4,AUTOPISTA,-58.406134,-34.632614,CICLISTA,SD,False,2019-07-02 23:15:00
7430,1,SD,8,AVENIDA,-58.450764,-34.656052,SD,SD,False,2019-07-02 17:00:00
7431,1,SD,5,AVENIDA,-58.420959,-34.603174,AUTO,PEATON,False,2019-07-02 02:20:00
7432,1,SD,6,CALLE,-58.444354,-34.621727,AUTO,SD,False,2019-07-02 07:25:00
7433,1,SD,7,AVENIDA,-58.456996,-34.653928,MOTO,PEATON,False,2019-07-02 07:45:00
7434,1,SD,6,CALLE,-58.449676,-34.626365,MOTO,PEATON,False,2019-07-02 09:50:00
7435,2,SD,11,AVENIDA,-58.52696,-34.608097,MOTO,PEATON,False,2019-07-02 09:10:00
7436,1,SD,14,CALLE,-58.409471,-34.581116,MOTO,PEATON,False,2019-07-02 15:00:00
7437,2,SD,2,CALLE,-58.393129,-34.583014,MOTO,SD,False,2019-07-02 12:40:00
7438,1,SD,9,AVENIDA,-58.482654,-34.654795,AUTO,SD,False,2019-07-02 14:10:00
7439,1,SD,7,CALLE,-58.435102,-34.630682,MOTO,PEATON,False,2019-07-02 14:00:00
7440,2,SD,3,AVENIDA,-58.394275,-34.604391,AUTO,SD,False,2019-07-02 12:30:00
7441,1,SD,12,CALLE,-58.476483,-34.547181,TRANSPORTE_PUBLICO,SD,False,2019-07-02 15:15:00
7442,1,SD,1,CALLE,-58.38198,-34.595402,MOTO,PEATON,False,2019-07-02 15:30:00
7443,2,SD,6,AVENIDA,-58.431766,-34.627645,MOTO,PEATON,False,2019-07-02 13:30:00
7444,1,SD,2,AVENIDA,-58.39422,-34.595904,MOTO,PEATON,False,2019-07-02 14:30:00
7445,1,SD,1,CALLE,-58.380282,-34.617637,MOTO,PEATON,False,2019-07-02 14:00:00
7446,1,SD,5,AVENIDA,-58.42888,-34.615032,MOTO,SD,False,2019-07-02 18:30:00
7447,1,SD,15,CALLE,-58.461764,-34.578277,PEATON,SD,False,2019-07-02 16:20:00
7448,1,SD,8,CALLE,-58.440396,-34.657752,AUTO,SD,False,2019-07-02 18:00:00
7449,1,SD,4,CALLE,-58.360213,-34.641284,MOTO,PEATON,False,2019-07-02 19:45:00
7450,1,SD,15,CALLE,-58.488085,-34.585551,PEATON,MOTO,False,2019-07-02 20:00:00
7451,1,SD,10,AVENIDA,-58.506156,-34.631458,MOTO,PEATON,False,2019-07-02 19:50:00
7452,1,SD,11,CALLE,-58.47308,-34.615107,MOTO,TRANSPORTE_PUBLICO,False,2019-07-02 20:06:00
7453,1,SD,1,CALLE,-58.379453,-34.628233,PEATON,TRANSPORTE_PUBLICO,False,2019-07-02 20:20:00
7454,2,SD,9,CALLE,-58.479821,-34.658517,MOTO,PEATON,False,2019-07-02 21:10:00
7455,1,SD,13,CALLE,-58.450574,-34.57742,TRANSPORTE_PUBLICO,SD,False,2019-07-02 22:30:00
7456,1,SD,15,CALLE,-58.495837,-34.59331,TRANSPORTE_PUBLICO,SD,False,2019-07-02 23:50:00
7457,1,SD,7,CALLE,-58.471575,-34.626368,MOTO,SD,False,2019-07-02 11:10:00
7458,1,SD,9,AVENIDA,-58.528413,-34.650156,CICLISTA,PEATON,False,2019-07-03 09:45:00
7459,1,SD,13,AVENIDA,-58.464837,-34.539064,CICLISTA,PEATON,False,2019-07-03 09:50:00
7460,1,SD,14,CALLE,-58.426535,-34.578168,CICLISTA,SD,False,2019-07-03 12:20:00
7461,1,SD,15,CALLE,-58.445706,-34.587653,CICLISTA,SD,False,2019-07-03 21:15:00
7462,1,SD,3,CALLE,-58.400269,-34.62488,MOTO,PEATON,False,2019-07-03 00:40:00
7463,1,SD,4,AVENIDA,-58.389008,-34.651203,MOTO,CICLISTA,False,2019-07-03 07:40:00
7464,1,SD,2,CALLE,-58.387506,-34.575262,SD,SD,False,2019-07-03 11:00:00
7465,1,SD,1,CALLE,-58.388971,-34.617995,MOTO,PEATON,False,2019-07-03 10:02:00
7466,1,SD,5,AVENIDA,-58.415665,-34.603803,MOTO,PEATON,False,2019-07-03 12:00:00
7467,1,SD,1,AVENIDA,-58.376569,-34.582363,MOTO,PEATON,False,2019-07-03 12:00:00
7468,1,SD,13,CALLE,-58.448375,-34.576042,MOTO,PEATON,False,2019-07-03 12:00:00
7469,1,SD,8,AVENIDA,-58.484764,-34.687302,AUTO,SD,False,2019-07-03 15:00:00
7470,2,SD,SD,AVENIDA,-58.503727999999995,-34.6521715,PEATON,TRANSPORTE_PUBLICO,False,2019-07-03 17:19:00
7471,2,SD,10,AVENIDA,-58.522692,-34.617041,TRANSPORTE_PUBLICO,SD,False,2019-07-03 16:30:00
7472,1,SD,10,AVENIDA,-58.495596,-34.617468,AUTO,SD,False,2019-07-03 17:00:00
7473,2,SD,11,CALLE,-58.522431,-34.606771,AUTO,SD,False,2019-07-03 14:35:00
7474,1,SD,4,CALLE,-58.393809,-34.64156,PEATON,MOTO,False,2019-07-03 15:00:00
7475,1,SD,15,AUTOPISTA,-58.469443,-34.588444,MOTO,SD,False,2019-07-03 17:10:00
7476,1,SD,13,AVENIDA,-58.471046,-34.567769,PEATON,CICLISTA,False,2019-07-03 17:00:00
7477,1,SD,15,CALLE,-58.494793,-34.588594,PEATON,CICLISTA,False,2019-07-03 18:00:00
7478,1,SD,SD,AVENIDA,-58.4740485,-34.5696565,AUTO,SD,False,2019-07-03 19:20:00
7479,1,SD,13,AVENIDA,-58.453304,-34.550719,AUTO,SD,False,2019-07-03 18:00:00
7480,1,SD,15,AVENIDA,-58.439566,-34.599036,AUTO,SD,False,2019-07-03 19:40:00
7481,1,SD,10,AVENIDA,-58.491481,-34.619292,AUTO,PEATON,False,2019-07-03 18:30:00
7482,1,SD,1,AVENIDA,-58.371186,-34.601942,MOTO,PEATON,False,2019-07-03 20:20:00
7483,1,SD,SD,AUTOPISTA,-58.421897,-34.6285155,TRANSPORTE_PUBLICO,SD,False,2019-07-03 21:10:00
7484,1,SD,9,CALLE,-58.472608,-34.655089,MOTO,PEATON,False,2019-07-03 23:34:00
7485,3,SD,13,CALLE,-58.455665,-34.561473,MOTO,SD,False,2019-07-03 12:10:00
7486,2,SD,11,AVENIDA,-58.473593,-34.605872,PEATON,CICLISTA,False,2019-07-03 13:00:00
7487,1,SD,8,AVENIDA,-58.475583,-34.667953,SD,SD,False,2019-07-03 19:00:00
