,ID,N_VICTIMAS,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,VICTIMA,ACUSADO,FECHA_Y_HORA,FATAL
7601,8907,1,SD,AVENIDA,15,-58.460226,-34.578296,MOTO,PEATON,2019-08-21 15:00:00,False
7603,8909,1,SD,AVENIDA,10,-58.503531,-34.614311,AUTO,PEATON,2019-08-21 16:50:00,False
7604,8910,2,SD,CALLE,13,-58.470026,-34.536958,AUTO,PEATON,2019-08-21 17:30:00,False
7605,8911,2,SD,AVENIDA,12,-58.506154,-34.563908,MOTO,PEATON,2019-08-21 00:00:00,False
7606,8912,1,SD,CALLE,2,-58.388829,-34.592285,MOTO,CICLISTA,2019-08-21 16:15:00,False
7608,8914,1,SD,CALLE,1,-58.385881,-34.617847,PEATON,MOTO,2019-08-21 18:00:00,False
7609,8915,1,SD,CALLE,9,-58.506274,-34.656325,PEATON,MOTO,2019-08-21 19:00:00,False
7610,8916,1,SD,CALLE,12,-58.495823,-34.579658,AUTO,PEATON,2019-08-21 19:50:00,False
7613,8919,2,SD,CALLE,12,-58.471217,-34.562482,AUTO,PEATON,2019-08-21 18:10:00,False
7615,8921,1,SD,AVENIDA,14,-58.407631,-34.58556,PEATON,MOTO,2019-08-21 21:00:00,False
7616,8922,1,SD,AVENIDA,10,-58.494851,-34.629534,AUTO,PEATON,2019-08-21 23:30:00,False
7619,8925,1,SD,CALLE,1,-58.387326,-34.619955,TRANSPORTE_PUBLICO,PEATON,2019-08-21 15:30:00,False
7620,8926,1,SD,AVENIDA,9,-58.511267,-34.655999,AUTO,PEATON,2019-08-21 17:50:00,False
7625,8931,1,SD,CALLE,11,-58.491156,-34.61547,CICLISTA,PEATON,2019-08-22 20:30:00,False
7629,8935,1,SD,CALLE,15,-58.4414,-34.58678,AUTO,PEATON,2019-08-22 09:00:00,False
7631,8937,1,SD,CALLE,1,-58.386701,-34.601652,AUTO,PEATON,2019-08-22 10:50:00,False
7632,8938,1,SD,AVENIDA,15,-58.453898,-34.58744,PEATON,MOTO,2019-08-22 08:00:00,False
7644,8950,1,SD,AVENIDA,14,-58.412636,-34.556933,AUTO,PEATON,2019-08-22 14:45:00,False
7648,8954,2,SD,AVENIDA,4,-58.378227,-34.646391,PEATON,CAMION,2019-08-23 06:50:00,False
7649,8955,1,SD,AVENIDA,10,-58.499975,-34.631775,CAMION,PEATON,2019-08-23 08:45:00,False
7650,8956,1,SD,AUTOPISTA,3,-58.391889,-34.611836,CAMION,PEATON,2019-08-23 08:30:00,False
7654,8960,2,SD,CALLE,SD,-58.396955,-34.6027245,AUTO,PEATON,2019-08-23 12:00:00,False
7655,8961,1,SD,AVENIDA,2,-58.406096,-34.594209,CAMION,PEATON,2019-08-23 15:00:00,False
7656,8962,1,SD,AVENIDA,1,-58.375448,-34.592655,AUTO,PEATON,2019-08-23 14:00:00,False
7660,8966,1,SD,AVENIDA,3,-58.404502,-34.600882,PEATON,MOTO,2019-08-23 16:00:00,False
7661,8967,1,SD,CALLE,15,-58.442491,-34.602219,AUTO,PEATON,2019-08-23 17:00:00,False
7666,8972,1,SD,AVENIDA,SD,-58.4485205,-34.639713,AUTO,PEATON,2019-08-23 18:00:00,False
7670,8976,1,SD,CALLE,2,-58.403284,-34.594099,AUTO,PEATON,2019-08-24 00:16:00,False
7673,8979,1,SD,AVENIDA,5,-58.416751,-34.603597,AUTO,PEATON,2019-08-24 02:07:00,False
7674,8980,1,SD,AVENIDA,14,-58.438897,-34.585211,AUTO,PEATON,2019-08-24 06:30:00,False
7677,8983,1,SD,AUTOPISTA,10,-58.505354,-34.62902,AUTO,PEATON,2019-08-24 10:55:00,False
7680,8986,1,SD,CALLE,1,-58.375448,-34.592655,CAMION,PEATON,2019-08-24 12:30:00,False
7681,8987,1,SD,AVENIDA,7,-58.466,-34.63499,AUTO,PEATON,2019-08-24 17:30:00,False
7683,8989,1,SD,CALLE,5,-58.416751,-34.603597,TRANSPORTE_PUBLICO,PEATON,2019-08-24 16:08:00,False
7687,8993,1,SD,CALLE,11,-58.506732,-34.605425,AUTO,PEATON,2019-08-24 16:30:00,False
7689,8995,2,SD,AVENIDA,11,-58.515139,-34.585659,AUTO,PEATON,2019-08-24 20:15:00,False
7694,9000,1,SD,AVENIDA,11,-58.520806,-34.595076,AUTO,PEATON,2019-08-25 03:10:00,False
7695,9001,1,SD,AVENIDA,7,-58.448504,-34.635598,MOTO,PEATON,2019-08-25 07:40:00,False
7696,9002,1,SD,AVENIDA,10,-58.505354,-34.62902,AUTO,PEATON,2019-08-25 07:00:00,False
7697,9003,1,SD,AVENIDA,14,-58.423373,-34.562679,AUTO,PEATON,2019-08-25 07:45:00,False
7701,9007,1,SD,AVENIDA,15,-58.455131,-34.605272,AUTO,PEATON,2019-08-25 11:20:00,False
7702,9008,2,SD,AVENIDA,8,-58.481204,-34.674014,TRANSPORTE_PUBLICO,PEATON,2019-08-25 13:00:00,False
7703,9009,1,SD,AVENIDA,15,-58.447692,-34.597091,AUTO,PEATON,2019-08-25 13:10:00,False
7704,9010,1,SD,AVENIDA,15,-58.452348,-34.584836,AUTO,PEATON,2019-08-25 16:30:00,False
7705,9011,1,SD,CALLE,2,-58.403619,-34.594077,AUTO,PEATON,2019-08-25 09:25:00,False
7706,9012,2,SD,AVENIDA,8,-58.47976,-34.679427,PEATON,MOTO,2019-08-25 20:45:00,False
7709,9015,1,SD,AVENIDA,2,-58.408083,-34.589351,AUTO,PEATON,2019-08-25 23:45:00,False
7712,9018,1,SD,AVENIDA,1,-58.381624,-34.607313,CICLISTA,PEATON,2019-08-26 20:05:00,False
7714,9020,1,SD,CALLE,3,-58.399912,-34.628558,AUTO,PEATON,2019-08-26 06:10:00,False
7715,9021,2,SD,CALLE,10,-58.478544,-34.636992,AUTO,PEATON,2019-08-26 06:00:00,False
7717,9023,1,SD,CALLE,8,-58.460718,-34.703796,AUTO,PEATON,2019-08-26 07:10:00,False
7720,9026,2,SD,CALLE,12,-58.475488,-34.539371,PEATON,TRANSPORTE_PUBLICO,2019-08-26 10:20:00,False
7726,9032,1,SD,CALLE,9,-58.522259,-34.634107,AUTO,PEATON,2019-08-26 11:50:00,False
7727,9033,1,SD,CALLE,4,-58.405537,-34.650099,MOTO,PEATON,2019-08-26 10:50:00,False
7731,9037,1,SD,AVENIDA,15,-58.443986,-34.60678,CAMION,PEATON,2019-08-26 13:15:00,False
7734,9040,1,SD,CALLE,9,-58.511401,-34.658463,MOTO,CICLISTA,2019-08-26 17:00:00,False
7736,9042,1,SD,CALLE,2,-58.393914,-34.584053,PEATON,MOTO,2019-08-26 15:05:00,False
7743,9049,1,SD,CALLE,4,-58.374588,-34.638672,AUTO,PEATON,2019-08-27 10:05:00,False
7745,9051,1,SD,AVENIDA,SD,-58.4533645,-34.6172845,PEATON,MOTO,2019-08-27 09:45:00,False
7746,9052,1,SD,CALLE,10,-58.483715,-34.639269,AUTO,PEATON,2019-08-27 11:15:00,False
7750,9056,1,SD,AVENIDA,2,-58.389956,-34.5958,AUTO,PEATON,2019-08-27 10:40:00,False
7753,9059,1,SD,AVENIDA,3,-58.404186,-34.599895,PEATON,MOTO,2019-08-27 08:20:00,False
7756,9062,1,SD,AVENIDA,3,-58.411747,-34.604082,TRANSPORTE_PUBLICO,PEATON,2019-08-27 14:50:00,False
7758,9064,1,SD,AUTOPISTA,10,-58.5256,-34.634584,AUTO,PEATON,2019-08-27 15:45:00,False
7760,9066,1,SD,AVENIDA,15,-58.468913,-34.60186,AUTO,PEATON,2019-08-27 16:12:00,False
7761,9067,1,SD,CALLE,1,-58.3878,-34.604173,AUTO,PEATON,2019-08-27 15:40:00,False
7765,9071,1,SD,AVENIDA,6,-58.432282,-34.621078,MOTO,PEATON,2019-08-27 15:00:00,False
7768,9074,1,SD,AVENIDA,12,-58.488462,-34.551709,PEATON,MOTO,2019-08-27 14:00:00,False
7770,9076,1,SD,AVENIDA,4,-58.428254,-34.647953,CAMION,PEATON,2019-08-27 19:12:00,False
7773,9079,1,SD,CALLE,1,-58.381002,-34.622148,TRANSPORTE_PUBLICO,PEATON,2019-08-27 18:45:00,False
7777,9083,1,SD,CALLE,11,-58.472253,-34.613823,MOTO,PEATON,2019-08-27 21:30:00,False
7778,9084,1,SD,CALLE,4,-58.374736,-34.647624,PEATON,MOTO,2019-08-27 20:25:00,False
7780,9086,1,SD,CALLE,15,-58.455805,-34.605182,AUTO,PEATON,2019-08-27 10:30:00,False
7781,9087,1,SD,CALLE,1,-58.38145,-34.619753,PEATON,MOTO,2019-08-27 16:30:00,False
7783,9089,1,SD,AVENIDA,3,-58.391763,-34.612661,TRANSPORTE_PUBLICO,PEATON,2019-08-27 12:00:00,False
7785,9091,1,SD,AVENIDA,13,-58.475363,-34.539366,MOTO,PEATON,2019-08-27 18:30:00,False
7789,9095,1,SD,CALLE,6,-58.426759,-34.626996,TRANSPORTE_PUBLICO,PEATON,2019-08-28 08:50:00,False
7793,9099,1,SD,AVENIDA,6,-58.433635,-34.605234,PEATON,CICLISTA,2019-08-28 09:00:00,False
7802,9108,1,SD,AVENIDA,1,-58.391306,-34.601912,AUTO,PEATON,2019-08-28 15:15:00,False
7806,9112,1,SD,CALLE,5,-58.418592,-34.610757,AUTO,PEATON,2019-08-28 17:00:00,False
7810,9116,1,SD,AVENIDA,4,-58.360345,-34.632845,AUTO,PEATON,2019-08-28 18:45:00,False
7815,9121,1,SD,AVENIDA,3,-58.401787,-34.609886,CAMION,PEATON,2019-08-28 05:50:00,False
7816,9122,1,SD,AUTOPISTA,SD,-58.411036,-34.6349455,CICLISTA,MOTO,2019-08-29 23:10:00,False
7817,9123,2,SD,CALLE,4,-58.420285,-34.660005,AUTO,PEATON,2019-08-29 05:40:00,False
7820,9126,1,SD,AVENIDA,3,-58.406192,-34.607328,AUTO,PEATON,2019-08-29 07:00:00,False
7821,9127,1,SD,CALLE,1,-58.371868,-34.597724,TRANSPORTE_PUBLICO,PEATON,2019-08-29 08:30:00,False
7823,9129,1,SD,AVENIDA,2,-58.405052,-34.586857,AUTO,PEATON,2019-08-29 12:00:00,False
7825,9131,1,SD,CALLE,1,-58.375984,-34.616218,PEATON,MOTO,2019-08-29 13:00:00,False
7826,9132,1,SD,CALLE,3,-58.391704,-34.618157,AUTO,PEATON,2019-08-29 12:00:00,False
7828,9134,1,SD,CALLE,1,-58.359445,-34.610618,AUTO,PEATON,2019-08-29 13:35:00,False
7830,9136,1,SD,CALLE,11,-58.518079,-34.609729,AUTO,PEATON,2019-08-29 14:40:00,False
7834,9140,1,SD,AVENIDA,10,-58.510864,-34.621995,CAMION,PEATON,2019-08-29 17:30:00,False
7835,9141,1,SD,AVENIDA,15,-58.438768,-34.599873,AUTO,PEATON,2019-08-29 19:29:00,False
7836,9142,1,SD,CALLE,15,-58.45512,-34.586981,TRANSPORTE_PUBLICO,MOTO,2019-08-29 19:00:00,False
7837,9143,1,SD,CALLE,11,-58.498308,-34.609436,MOTO,PEATON,2019-08-29 17:00:00,False
7838,9144,1,SD,CALLE,7,-58.449219,-34.647248,AUTO,PEATON,2019-08-29 18:11:00,False
7841,9147,1,SD,AVENIDA,14,-58.423249,-34.571168,PEATON,MOTO,2019-08-29 18:30:00,False
7846,9152,1,SD,AVENIDA,10,-58.521632,-34.624404,TRANSPORTE_PUBLICO,PEATON,2019-08-29 16:00:00,False
7853,9159,1,SD,AVENIDA,1,-58.380691,-34.617644,AUTO,PEATON,2019-08-30 04:20:00,False
7855,9161,1,SD,AUTOPISTA,1,-58.4616805,-34.5804125,AUTO,PEATON,2019-08-30 06:50:00,False
7857,9163,1,SD,AVENIDA,15,-58.438154,-34.590358,CAMION,PEATON,2019-08-30 10:06:00,False
7858,9164,1,SD,AVENIDA,1,-58.372709,-34.59904,AUTO,PEATON,2019-08-30 12:00:00,False
7859,9165,1,SD,AVENIDA,1,-58.388958,-34.613636,AUTO,PEATON,2019-08-30 10:35:00,False
7864,9170,1,SD,CALLE,1,-58.381623,-34.592834,AUTO,PEATON,2019-08-30 14:30:00,False
7873,9179,1,SD,CALLE,3,-58.391495,-34.622731,PEATON,MOTO,2019-08-30 17:20:00,False
7875,9181,1,SD,AVENIDA,2,-58.413258,-34.597948,CAMION,PEATON,2019-08-30 15:45:00,False
7878,9184,1,SD,AVENIDA,1,-58.385008,-34.603819,TRANSPORTE_PUBLICO,PEATON,2019-08-30 20:15:00,False
7883,9189,1,SD,CALLE,1,-58.372706,-34.594709,AUTO,PEATON,2019-08-30 05:25:00,False
7886,9192,4,SD,AVENIDA,3,-58.409685,-34.615248,AUTO,PEATON,2019-08-31 23:30:00,False
7894,9200,1,SD,CALLE,1,-58.379419,-34.628327,AUTO,PEATON,2019-08-31 16:00:00,False
7904,9210,2,SD,AVENIDA,4,-58.406114,-34.651017,AUTO,PEATON,2019-08-31 22:10:00,False
7914,9220,3,SD,CALLE,9,-58.484568,-34.64529,AUTO,PEATON,2019-09-01 18:40:00,False
7917,9223,2,SD,AVENIDA,7,-58.438515,-34.633879,AUTO,PEATON,2019-09-01 21:31:00,False
7920,9226,1,SD,CALLE,1,-58.380189,-34.626368,CAMION,PEATON,2019-09-01 18:00:00,False
7921,9227,1,SD,CALLE,15,-58.458475,-34.604491,PEATON,MOTO,2019-09-02 07:02:00,False
7934,9240,1,SD,AVENIDA,8,-58.485509,-34.662346,AUTO,PEATON,2019-09-02 20:00:00,False
7935,9241,1,SD,CALLE,12,-58.488876,-34.572347,PEATON,MOTO,2019-09-02 18:15:00,False
7940,9246,1,SD,AVENIDA,7,-58.471193,-34.631128,AUTO,PEATON,2019-09-02 20:15:00,False
7943,9249,1,SD,AVENIDA,SD,-58.4566265,-34.610124,AUTO,PEATON,2019-09-03 12:30:00,False
7946,9252,2,SD,AUTOPISTA,1,-58.372049,-34.617114,CAMION,PEATON,2019-09-03 10:00:00,False
7948,9254,2,SD,CALLE,13,-58.447681,-34.543514,MOTO,PEATON,2019-09-03 10:00:00,False
7949,9255,1,SD,CALLE,12,-58.500649,-34.552046,MOTO,PEATON,2019-09-03 12:00:00,False
7972,9278,1,SD,CALLE,8,-58.49141,-34.6744,MOTO,TRANSPORTE_PUBLICO,2019-09-03 00:30:00,False
7973,9279,1,SD,AVENIDA,12,-58.494436,-34.576477,MOTO,PEATON,2019-09-03 19:30:00,False
8014,9320,1,SD,AVENIDA,1,-58.373094,-34.581667,AUTO,PEATON,2019-09-05 07:30:00,False
8015,9321,1,SD,CALLE,4,-58.369679,-34.646724,AUTO,PEATON,2019-09-05 08:50:00,False
8022,9328,1,SD,AVENIDA,1,-58.380983,-34.603668,AUTO,PEATON,2019-09-05 11:40:00,False
8042,9348,1,SD,AVENIDA,8,-58.469941,-34.672256,MOTO,PEATON,2019-09-05 02:45:00,False
8046,9352,1,"CERVANTES Y PAZ, GRAL. AV. 0, BARRIO: VILLA DEVOTO  , JURISDICCIÓN COMISARIA:  VECINAL 11B",CALLE,11,-58.52696,-34.608097,TRANSPORTE_PUBLICO,PEATON,2019-09-06 12:15:00,False
8054,9360,1,SD,AVENIDA,8,-58.485236,-34.666237,MOTO,PEATON,2019-09-06 07:45:00,False
8058,9364,1,SD,AVENIDA,5,-58.421286,-34.597829,MOTO,PEATON,2019-09-06 14:10:00,False
8110,9416,2,SD,CALLE,1,-58.368068,-34.624069,AUTO,PEATON,2019-09-08 20:55:00,False
8117,9423,1,SD,CALLE,13,-58.445237,-34.559539,MOTO,PEATON,2019-09-09 06:43:00,False
8131,9437,1,SD,CALLE,4,-58.421818,-34.658645,AUTO,PEATON,2019-09-09 13:10:00,False
8146,9452,1,SD,CALLE,9,-58.529939,-34.640558,AUTO,PEATON,2019-09-09 21:50:00,False
8150,9456,1,SD,AVENIDA,10,-58.47659,-34.627733,PEATON,MOTO,2019-09-10 10:20:00,False
8157,9463,1,SD,AVENIDA,10,-58.514812,-34.621847,MOTO,CAMION,2019-09-10 15:00:00,False
8163,9469,1,SD,CALLE,9,-58.529326,-34.650149,AUTO,PEATON,2019-09-10 17:30:00,False
8166,9472,1,SD,CALLE,8,-58.48314,-34.68631,MOTO,PEATON,2019-09-10 17:15:00,False
8168,9474,3,SD,AVENIDA,8,-58.48184,-34.689576,PEATON,MOTO,2019-09-10 17:20:00,False
8175,9481,1,SD,AVENIDA,8,-58.460478,-34.671982,MOTO,PEATON,2019-09-10 22:00:00,False
8177,9483,2,SD,AVENIDA,1,-58.372678,-34.624321,MOTO,PEATON,2019-09-11 00:30:00,False
8180,9486,1,SD,AVENIDA,3,-58.391438,-34.623986,PEATON,MOTO,2019-09-11 11:30:00,False
8184,9490,1,SD,CALLE,6,-58.449314,-34.627945,MOTO,TRANSPORTE_PUBLICO,2019-09-11 14:10:00,False
8188,9494,1,SD,CALLE,15,-58.455973,-34.578916,MOTO,PEATON,2019-09-11 17:00:00,False
8195,9501,1,SD,CALLE,12,-58.480306,-34.541741,AUTO,PEATON,2019-09-11 20:15:00,False
8196,9502,1,SD,CALLE,3,-58.404144,-34.617043,MOTO,PEATON,2019-09-11 18:52:00,False
8202,9508,1,SD,CALLE,1,-58.391621,-34.613728,AUTO,PEATON,2019-09-11 14:00:00,False
8204,9510,1,SD,AVENIDA,15,-58.439106,-34.592133,CICLISTA,PEATON,2019-09-12 13:40:00,False
8230,9536,1,SD,AUTOPISTA,4,-58.405232,-34.650262,CICLISTA,PEATON,2019-09-13 08:10:00,False
8233,9539,2,SD,CALLE,1,-58.35686,-34.616337,MOTO,PEATON,2019-09-13 06:00:00,False
8245,9551,1,SD,AVENIDA,3,-58.397742,-34.616162,MOTO,PEATON,2019-09-13 09:18:00,False
8251,9557,1,SD,AVENIDA,12,-58.475379,-34.575779,AUTO,PEATON,2019-09-13 13:10:00,False
8256,9562,1,SD,AVENIDA,15,-58.439377,-34.598673,PEATON,TRANSPORTE_PUBLICO,2019-09-13 15:35:00,False
8257,9563,1,SD,CALLE,2,-58.407701,-34.591245,MOTO,PEATON,2019-09-13 11:05:00,False
8269,9575,1,SD,CALLE,10,-58.509628,-34.62792,MOTO,CICLISTA,2019-09-13 21:20:00,False
8280,9586,1,SD,AVENIDA,10,-58.517888,-34.622713,MOTO,PEATON,2019-09-13 21:20:00,False
8301,9607,1,SD,AVENIDA,1,-58.382097,-34.599069,MOTO,PEATON,2019-09-14 14:00:00,False
8308,9614,1,SD,CALLE,13,-58.455376,-34.566936,MOTO,PEATON,2019-09-14 05:10:00,False
8327,9633,1,SD,CALLE,2,-58.405429,-34.587293,CICLISTA,PEATON,2019-09-16 08:20:00,False
8332,9638,1,SD,CALLE,11,-58.48078,-34.616777,MOTO,PEATON,2019-09-16 09:15:00,False
8333,9639,1,SD,AVENIDA,1,-58.382237,-34.626937,PEATON,TRANSPORTE_PUBLICO,2019-09-16 10:25:00,False
8347,9653,1,SD,CALLE,15,-58.454944,-34.605299,PEATON,MOTO,2019-09-16 14:50:00,False
8370,9676,1,SD,AVENIDA,1,-58.38542,-34.598194,TRANSPORTE_PUBLICO,PEATON,2019-09-17 11:00:00,False
8384,9690,1,SD,AVENIDA,6,-58.450182,-34.606718,MOTO,CICLISTA,2019-09-17 19:20:00,False
8393,9699,1,SD,CALLE,8,-58.472914,-34.679039,CICLISTA,PEATON,2019-09-18 18:09:00,False
8394,9700,1,SD,AVENIDA,6,-58.446685,-34.627314,CICLISTA,PEATON,2019-09-18 23:10:00,False
8397,9703,1,SD,AVENIDA,1,-58.373974,-34.625555,MOTO,TRANSPORTE_PUBLICO,2019-09-18 05:05:00,False
8433,9739,1,SD,AVENIDA,15,-58.470868,-34.579345,AUTO,PEATON,2019-09-18 13:20:00,False
8454,9760,1,SD,AVENIDA,8,-58.484326,-34.676656,MOTO,PEATON,2019-09-19 14:00:00,False
8457,9763,1,SD,AVENIDA,4,-58.40008,-34.636059,MOTO,TRANSPORTE_PUBLICO,2019-09-19 16:50:00,False
8504,9810,1,SD,CALLE,11,-58.478163,-34.619887,AUTO,PEATON,2019-09-20 12:09:00,False
8511,9817,2,SD,AVENIDA,8,-58.480456,-34.673379,MOTO,PEATON,2019-09-21 11:50:00,False
8538,9844,1,SD,CALLE,8,-58.486725,-34.684785,MOTO,PEATON,2019-09-22 13:29:00,False
8554,9860,1,SD,CALLE,13,-58.443218,-34.572013,MOTO,PEATON,2019-09-22 15:30:00,False
8573,9879,1,SD,AVENIDA,11,-58.486187,-34.605746,MOTO,CAMION,2019-09-23 15:50:00,False
8596,9902,1,SD,CALLE,1,-58.385437,-34.631779,AUTO,PEATON,2019-09-24 12:30:00,False
8611,9917,1,SD,AVENIDA,4,-58.416248,-34.657067,CICLISTA,PEATON,2019-09-25 14:40:00,False
8638,9944,1,SD,AVENIDA,4,-58.370701,-34.629186,CICLISTA,TRANSPORTE_PUBLICO,2019-09-26 21:50:00,False
8639,9945,1,SD,AUTOPISTA,7,-58.455495,-34.629008,CICLISTA,PEATON,2019-09-26 08:15:00,False
8647,9953,2,SD,CALLE,10,-58.497682,-34.628491,AUTO,PEATON,2019-09-26 08:00:00,False
8650,9956,1,SD,AVENIDA,11,-58.479264,-34.620699,AUTO,PEATON,2019-09-26 10:01:00,False
8663,9969,1,SD,AVENIDA,13,-58.470808,-34.565209,MOTO,TRANSPORTE_PUBLICO,2019-09-26 17:09:00,False
8679,9985,1,SD,AVENIDA,1,-58.382055,-34.613066,CICLISTA,PEATON,2019-09-27 11:00:00,False
8680,9986,1,SD,CALLE,1,-58.382213,-34.603738,CICLISTA,PEATON,2019-09-27 14:48:00,False
8692,9998,1,SD,CALLE,4,-58.355899,-34.632069,AUTO,PEATON,2019-09-27 11:00:00,False
8698,10004,1,SD,AVENIDA,9,-58.496034,-34.645641,TRANSPORTE_PUBLICO,PEATON,2019-09-27 13:00:00,False
8711,10017,3,SD,CALLE,9,-58.524917,-34.656375,AUTO,PEATON,2019-09-27 15:00:00,False
8723,10029,1,"HOLMBERG Y ECHEVERRIA 0, BARRIO: VILLA URQUIZA  , JURISDICCIÓN COMISARIA:  VECINAL 12C",CALLE,12,-58.473325,-34.57324,AUTO,PEATON,2019-09-27 12:30:00,False
8724,10030,1,SD,AVENIDA,4,-58.413441,-34.643452,CICLISTA,PEATON,2019-09-28 19:45:00,False
8727,10033,1,SD,AVENIDA,15,-58.466228,-34.582784,MOTO,PEATON,2019-09-28 00:50:00,False
8729,10035,1,SD,CALLE,8,-58.474938,-34.667813,AUTO,PEATON,2019-09-28 01:20:00,False
8789,10095,1,SD,CALLE,1,-58.381594,-34.601371,AUTO,PEATON,2019-09-30 23:30:00,False
8805,10111,1,SD,CALLE,15,-58.481988,-34.587155,MOTO,PEATON,2019-10-01 14:10:00,False
8814,10120,1,SD,AVENIDA,1,-58.374037,-34.624434,MOTO,PEATON,2019-10-02 00:55:00,False
8840,10146,1,SD,AVENIDA,5,-58.427108,-34.602564,MOTO,PEATON,2019-10-02 17:00:00,False
8852,10158,1,SD,AVENIDA,4,-58.411409,-34.643054,CICLISTA,PEATON,2019-10-03 16:00:00,False
8894,10200,1,SD,CALLE,15,-58.450196,-34.59657,AUTO,PEATON,2019-10-04 09:50:00,False
8913,10219,1,SD,CALLE,4,-58.393809,-34.64156,MOTO,PEATON,2019-10-04 18:00:00,False
8922,10228,1,SD,AVENIDA,4,-58.417124,-34.651883,AUTO,PEATON,2019-10-04 19:50:00,False
8940,10246,1,SD,CALLE,6,-58.443326,-34.625253,AUTO,PEATON,2019-10-05 01:45:00,False
8945,10251,1,SD,CALLE,7,-58.461747,-34.647176,MOTO,CAMION,2019-10-05 19:00:00,False
8956,10262,1,SD,AVENIDA,2,-58.392362,-34.591136,AUTO,PEATON,2019-10-05 12:30:00,False
8958,10264,1,SD,AVENIDA,SD,-58.3865835,-34.6080535,CICLISTA,PEATON,2019-10-06 10:45:00,False
8989,10295,1,SD,AVENIDA,13,-58.448157,-34.555952,MOTO,PEATON,2019-10-07 13:04:00,False
8994,10300,1,SD,AUTOPISTA,5,-58.413636,-34.620588,MOTO,PEATON,2019-10-07 14:10:00,False
8999,10305,2,SD,CALLE,1,-58.381223,-34.607287,MOTO,PEATON,2019-10-07 16:00:00,False
9000,10306,1,SD,CALLE,15,-58.450955,-34.580502,PEATON,MOTO,2019-10-07 17:00:00,False
9013,10319,1,SD,CALLE,14,-58.402638,-34.578222,MOTO,TRANSPORTE_PUBLICO,2019-10-07 10:40:00,False
9027,10333,2,SD,CALLE,3,-58.394382,-34.607037,MOTO,PEATON,2019-10-08 12:30:00,False
9028,10334,1,SD,CALLE,9,-58.529846,-34.641786,MOTO,PEATON,2019-10-08 12:20:00,False
9046,10352,1,SD,AVENIDA,8,-58.486725,-34.684785,MOTO,PEATON,2019-10-08 21:10:00,False
9090,10396,1,SD,AVENIDA,15,-58.432996,-34.598658,CICLISTA,PEATON,2019-10-10 19:00:00,False
9121,10427,1,SD,CALLE,6,-58.44362,-34.629373,MOTO,CICLISTA,2019-10-11 14:03:00,False
9123,10429,1,SD,CALLE,1,-58.384036,-34.599159,MOTO,PEATON,2019-10-11 16:30:00,False
9127,10433,1,SD,CALLE,3,-58.391629,-34.620222,MOTO,PEATON,2019-10-11 14:40:00,False
9139,10445,1,SD,CALLE,1,-58.358629,-34.61161,AUTO,PEATON,2019-10-12 05:40:00,False
9158,10464,1,SD,AVENIDA,1,-58.367136,-34.612159,AUTO,PEATON,2019-10-13 18:00:00,False
9166,10472,1,SD,CALLE,15,-58.474627,-34.603362,AUTO,PEATON,2019-10-13 19:00:00,False
9221,10527,1,SD,CALLE,11,-58.505791,-34.606539,MOTO,PEATON,2019-10-15 19:30:00,False
9226,10532,1,SD,AUTOPISTA,2,-58.389973,-34.588321,AUTO,PEATON,2019-10-16 10:00:00,False
9228,10534,1,SD,CALLE,12,-58.485669,-34.544014,MOTO,CICLISTA,2019-10-16 10:46:00,False
9259,10565,1,SD,AVENIDA,5,-58.423636,-34.599203,MOTO,PEATON,2019-10-17 16:10:00,False
9270,10576,1,"LASCANO 5150, BARRIO: MONTE CASTRO  , JURISDICCIÓN COMISARIA:  VECINAL 10A",CALLE,10,-58.510852,-34.621825,AUTO,PEATON,2019-10-17 12:30:00,False
9311,10617,1,"BRAGADO Y PILAR 0, BARRIO: MATADEROS  , JURISDICCIÓN COMISARIA:  VECINAL 9A",CALLE,9,-58.506274,-34.656325,MOTO,PEATON,2019-10-18 12:00:00,False
9323,10629,1,SD,AVENIDA,10,-58.482338,-34.625628,MOTO,CICLISTA,2019-10-19 13:40:00,False
9341,10647,1,SD,AVENIDA,3,-58.401334,-34.627453,AUTO,PEATON,2019-10-20 06:50:00,False
9351,10657,1,SD,CALLE,6,-58.440473,-34.614824,MOTO,PEATON,2019-10-20 17:00:00,False
9353,10659,1,SD,AVENIDA,5,-58.416163,-34.633315,AUTO,PEATON,2019-10-20 00:00:00,False
9365,10671,1,SD,AVENIDA,15,-58.449424,-34.581104,AUTO,PEATON,2019-10-21 15:10:00,False
9380,10686,1,SD,CALLE,2,-58.401899,-34.589292,CICLISTA,PEATON,2019-10-22 22:40:00,False
9415,10721,1,SD,CALLE,SD,-58.4473305,-34.6029935,AUTO,PEATON,2019-10-22 11:30:00,False
9439,10745,1,SD,AVENIDA,SD,-58.434511666666666,-34.61382,MOTO,PEATON,2019-10-23 17:30:00,False
9451,10757,1,SD,AVENIDA,11,-58.529335,-34.610982,AUTO,PEATON,2019-10-23 16:20:00,False
9473,10779,1,SD,CALLE,1,-58.377385,-34.612919,MOTO,PEATON,2019-10-24 15:02:00,False
9474,10780,1,SD,AVENIDA,1,-58.387688,-34.612345,MOTO,PEATON,2019-10-24 19:31:00,False
9487,10793,1,SD,CALLE,4,-58.376861,-34.644418,CICLISTA,PEATON,2019-10-25 16:00:00,False
